model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_ghada_sgd,1,0,Class-IL,97.0
relu_0.1_ghada_sgd,1,0,Task-IL,97.0
relu_0.1_ghada_sgd,1,avg,Class-IL,97.0
relu_0.1_ghada_sgd,1,avg,Task-IL,97.0
relu_0.1_ghada_sgd,2,0,Class-IL,0.0
relu_0.1_ghada_sgd,2,0,Task-IL,63.9
relu_0.1_ghada_sgd,2,1,Class-IL,87.05000000000001
relu_0.1_ghada_sgd,2,1,Task-IL,87.05000000000001
relu_0.1_ghada_sgd,2,avg,Class-IL,43.53
relu_0.1_ghada_sgd,2,avg,Task-IL,75.48
relu_0.1_ghada_sgd,3,0,Class-IL,0.0
relu_0.1_ghada_sgd,3,0,Task-IL,76.2
relu_0.1_ghada_sgd,3,1,Class-IL,0.0
relu_0.1_ghada_sgd,3,1,Task-IL,70.65
relu_0.1_ghada_sgd,3,2,Class-IL,93.05
relu_0.1_ghada_sgd,3,2,Task-IL,93.05
relu_0.1_ghada_sgd,3,avg,Class-IL,31.02
relu_0.1_ghada_sgd,3,avg,Task-IL,79.97
relu_0.1_ghada_sgd,4,0,Class-IL,0.0
relu_0.1_ghada_sgd,4,0,Task-IL,47.8
relu_0.1_ghada_sgd,4,1,Class-IL,0.0
relu_0.1_ghada_sgd,4,1,Task-IL,50.1
relu_0.1_ghada_sgd,4,2,Class-IL,0.0
relu_0.1_ghada_sgd,4,2,Task-IL,53.449999999999996
relu_0.1_ghada_sgd,4,3,Class-IL,97.89999999999999
relu_0.1_ghada_sgd,4,3,Task-IL,97.89999999999999
relu_0.1_ghada_sgd,4,avg,Class-IL,24.48
relu_0.1_ghada_sgd,4,avg,Task-IL,62.31
relu_0.1_ghada_sgd,5,0,Class-IL,0.0
relu_0.1_ghada_sgd,5,0,Task-IL,50.0
relu_0.1_ghada_sgd,5,1,Class-IL,0.0
relu_0.1_ghada_sgd,5,1,Task-IL,52.449999999999996
relu_0.1_ghada_sgd,5,2,Class-IL,0.0
relu_0.1_ghada_sgd,5,2,Task-IL,56.39999999999999
relu_0.1_ghada_sgd,5,3,Class-IL,0.0
relu_0.1_ghada_sgd,5,3,Task-IL,47.449999999999996
relu_0.1_ghada_sgd,5,4,Class-IL,96.5
relu_0.1_ghada_sgd,5,4,Task-IL,96.5
relu_0.1_ghada_sgd,5,avg,Class-IL,19.3
relu_0.1_ghada_sgd,5,avg,Task-IL,60.56
relu_0.2_ghada_sgd,1,0,Class-IL,97.0
relu_0.2_ghada_sgd,1,0,Task-IL,97.0
relu_0.2_ghada_sgd,1,avg,Class-IL,97.0
relu_0.2_ghada_sgd,1,avg,Task-IL,97.0
relu_0.2_ghada_sgd,2,0,Class-IL,0.0
relu_0.2_ghada_sgd,2,0,Task-IL,39.7
relu_0.2_ghada_sgd,2,1,Class-IL,88.7
relu_0.2_ghada_sgd,2,1,Task-IL,88.7
relu_0.2_ghada_sgd,2,avg,Class-IL,44.35
relu_0.2_ghada_sgd,2,avg,Task-IL,64.2
relu_0.2_ghada_sgd,3,0,Class-IL,0.0
relu_0.2_ghada_sgd,3,0,Task-IL,54.400000000000006
relu_0.2_ghada_sgd,3,1,Class-IL,0.0
relu_0.2_ghada_sgd,3,1,Task-IL,59.75
relu_0.2_ghada_sgd,3,2,Class-IL,93.95
relu_0.2_ghada_sgd,3,2,Task-IL,93.95
relu_0.2_ghada_sgd,3,avg,Class-IL,31.32
relu_0.2_ghada_sgd,3,avg,Task-IL,69.37
relu_0.2_ghada_sgd,4,0,Class-IL,0.0
relu_0.2_ghada_sgd,4,0,Task-IL,42.199999999999996
relu_0.2_ghada_sgd,4,1,Class-IL,0.0
relu_0.2_ghada_sgd,4,1,Task-IL,51.74999999999999
relu_0.2_ghada_sgd,4,2,Class-IL,0.0
relu_0.2_ghada_sgd,4,2,Task-IL,26.1
relu_0.2_ghada_sgd,4,3,Class-IL,97.65
relu_0.2_ghada_sgd,4,3,Task-IL,97.65
relu_0.2_ghada_sgd,4,avg,Class-IL,24.41
relu_0.2_ghada_sgd,4,avg,Task-IL,54.42
relu_0.2_ghada_sgd,5,0,Class-IL,0.0
relu_0.2_ghada_sgd,5,0,Task-IL,43.35
