model,num_tasks_seen,task,metric_type,accuracy
relu_0.025_method2_sgd,1,0,Class-IL,92.35
relu_0.025_method2_sgd,1,0,Task-IL,92.35
relu_0.025_method2_sgd,1,avg,Class-IL,92.35
relu_0.025_method2_sgd,1,avg,Task-IL,92.35
relu_0.025_method2_sgd,2,0,Class-IL,0.0
relu_0.025_method2_sgd,2,0,Task-IL,62.1
relu_0.025_method2_sgd,2,1,Class-IL,81.8
relu_0.025_method2_sgd,2,1,Task-IL,81.8
relu_0.025_method2_sgd,2,avg,Class-IL,40.9
relu_0.025_method2_sgd,2,avg,Task-IL,71.95
relu_0.025_method2_sgd,3,0,Class-IL,0.0
relu_0.025_method2_sgd,3,0,Task-IL,55.1
relu_0.025_method2_sgd,3,1,Class-IL,0.0
relu_0.025_method2_sgd,3,1,Task-IL,61.3
relu_0.025_method2_sgd,3,2,Class-IL,87.85
relu_0.025_method2_sgd,3,2,Task-IL,87.85
relu_0.025_method2_sgd,3,avg,Class-IL,29.28
relu_0.025_method2_sgd,3,avg,Task-IL,68.08
relu_0.025_method2_sgd,4,0,Class-IL,0.0
relu_0.025_method2_sgd,4,0,Task-IL,66.75
relu_0.025_method2_sgd,4,1,Class-IL,0.0
relu_0.025_method2_sgd,4,1,Task-IL,59.650000000000006
relu_0.025_method2_sgd,4,2,Class-IL,0.0
relu_0.025_method2_sgd,4,2,Task-IL,76.25
relu_0.025_method2_sgd,4,3,Class-IL,87.9
relu_0.025_method2_sgd,4,3,Task-IL,87.9
relu_0.025_method2_sgd,4,avg,Class-IL,21.98
relu_0.025_method2_sgd,4,avg,Task-IL,72.64
relu_0.025_method2_sgd,5,0,Class-IL,0.0
relu_0.025_method2_sgd,5,0,Task-IL,68.25
relu_0.025_method2_sgd,5,1,Class-IL,0.0
relu_0.025_method2_sgd,5,1,Task-IL,56.49999999999999
relu_0.025_method2_sgd,5,2,Class-IL,0.0
relu_0.025_method2_sgd,5,2,Task-IL,68.30000000000001
relu_0.025_method2_sgd,5,3,Class-IL,0.0
relu_0.025_method2_sgd,5,3,Task-IL,80.25
relu_0.025_method2_sgd,5,4,Class-IL,92.9
relu_0.025_method2_sgd,5,4,Task-IL,92.9
relu_0.025_method2_sgd,5,avg,Class-IL,18.58
relu_0.025_method2_sgd,5,avg,Task-IL,73.24
01_baseline_sgd_relu,1,0,Class-IL,97.25
01_baseline_sgd_relu,1,0,Task-IL,97.25
01_baseline_sgd_relu,1,avg,Class-IL,97.25
01_baseline_sgd_relu,1,avg,Task-IL,97.25
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,70.0
01_baseline_sgd_relu,2,1,Class-IL,86.95
01_baseline_sgd_relu,2,1,Task-IL,86.95
01_baseline_sgd_relu,2,avg,Class-IL,43.48
01_baseline_sgd_relu,2,avg,Task-IL,78.47
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,62.6
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,65.85
01_baseline_sgd_relu,3,2,Class-IL,93.35
01_baseline_sgd_relu,3,2,Task-IL,93.35
01_baseline_sgd_relu,3,avg,Class-IL,31.12
01_baseline_sgd_relu,3,avg,Task-IL,73.93
01_baseline_sgd_relu,4,0,Class-IL,0.0
01_baseline_sgd_relu,4,0,Task-IL,63.74999999999999
01_baseline_sgd_relu,4,1,Class-IL,0.0
01_baseline_sgd_relu,4,1,Task-IL,53.25
01_baseline_sgd_relu,4,2,Class-IL,0.0
01_baseline_sgd_relu,4,2,Task-IL,53.1
01_baseline_sgd_relu,4,3,Class-IL,97.8
01_baseline_sgd_relu,4,3,Task-IL,97.8
01_baseline_sgd_relu,4,avg,Class-IL,24.45
01_baseline_sgd_relu,4,avg,Task-IL,66.97
01_baseline_sgd_relu,5,0,Class-IL,0.0
01_baseline_sgd_relu,5,0,Task-IL,75.6
01_baseline_sgd_relu,5,1,Class-IL,0.0
01_baseline_sgd_relu,5,1,Task-IL,60.95
