model,num_tasks_seen,task,metric_type,accuracy
relu_0.3_method2_sgd,1,0,Class-IL,97.25
relu_0.3_method2_sgd,1,0,Task-IL,97.25
relu_0.3_method2_sgd,1,avg,Class-IL,97.25
relu_0.3_method2_sgd,1,avg,Task-IL,97.25
relu_0.3_method2_sgd,2,0,Class-IL,0.0
relu_0.3_method2_sgd,2,0,Task-IL,52.400000000000006
relu_0.3_method2_sgd,2,1,Class-IL,86.25
relu_0.3_method2_sgd,2,1,Task-IL,86.25
relu_0.3_method2_sgd,2,avg,Class-IL,43.12
relu_0.3_method2_sgd,2,avg,Task-IL,69.32
relu_0.3_method2_sgd,3,0,Class-IL,0.0
relu_0.3_method2_sgd,3,0,Task-IL,66.5
relu_0.3_method2_sgd,3,1,Class-IL,0.0
relu_0.3_method2_sgd,3,1,Task-IL,46.2
relu_0.3_method2_sgd,3,2,Class-IL,94.1
relu_0.3_method2_sgd,3,2,Task-IL,94.1
relu_0.3_method2_sgd,3,avg,Class-IL,31.37
relu_0.3_method2_sgd,3,avg,Task-IL,68.93
relu_0.3_method2_sgd,4,0,Class-IL,0.0
relu_0.3_method2_sgd,4,0,Task-IL,48.05
relu_0.3_method2_sgd,4,1,Class-IL,0.0
relu_0.3_method2_sgd,4,1,Task-IL,47.449999999999996
relu_0.3_method2_sgd,4,2,Class-IL,0.0
relu_0.3_method2_sgd,4,2,Task-IL,51.2
relu_0.3_method2_sgd,4,3,Class-IL,98.05
relu_0.3_method2_sgd,4,3,Task-IL,98.05
relu_0.3_method2_sgd,4,avg,Class-IL,24.51
relu_0.3_method2_sgd,4,avg,Task-IL,61.19
relu_0.3_method2_sgd,5,0,Class-IL,0.0
relu_0.3_method2_sgd,5,0,Task-IL,53.800000000000004
relu_0.3_method2_sgd,5,1,Class-IL,0.0
relu_0.3_method2_sgd,5,1,Task-IL,47.599999999999994
relu_0.3_method2_sgd,5,2,Class-IL,0.0
relu_0.3_method2_sgd,5,2,Task-IL,54.50000000000001
relu_0.3_method2_sgd,5,3,Class-IL,0.0
relu_0.3_method2_sgd,5,3,Task-IL,62.74999999999999
relu_0.3_method2_sgd,5,4,Class-IL,90.64999999999999
relu_0.3_method2_sgd,5,4,Task-IL,90.64999999999999
relu_0.3_method2_sgd,5,avg,Class-IL,18.13
relu_0.3_method2_sgd,5,avg,Task-IL,61.86
relu_0.1_method2_adam,1,0,Class-IL,96.89999999999999
relu_0.1_method2_adam,1,0,Task-IL,96.89999999999999
relu_0.1_method2_adam,1,avg,Class-IL,96.9
relu_0.1_method2_adam,1,avg,Task-IL,96.9
relu_0.1_method2_adam,2,0,Class-IL,0.0
relu_0.1_method2_adam,2,0,Task-IL,49.8
relu_0.1_method2_adam,2,1,Class-IL,81.8
relu_0.1_method2_adam,2,1,Task-IL,81.8
relu_0.1_method2_adam,2,avg,Class-IL,40.9
relu_0.1_method2_adam,2,avg,Task-IL,65.8
relu_0.1_method2_adam,3,0,Class-IL,0.0
relu_0.1_method2_adam,3,0,Task-IL,50.0
relu_0.1_method2_adam,3,1,Class-IL,0.0
relu_0.1_method2_adam,3,1,Task-IL,50.0
relu_0.1_method2_adam,3,2,Class-IL,50.0
relu_0.1_method2_adam,3,2,Task-IL,50.0
relu_0.1_method2_adam,3,avg,Class-IL,16.67
relu_0.1_method2_adam,3,avg,Task-IL,50.0
relu_0.1_method2_adam,4,0,Class-IL,0.0
relu_0.1_method2_adam,4,0,Task-IL,50.0
relu_0.1_method2_adam,4,1,Class-IL,0.0
relu_0.1_method2_adam,4,1,Task-IL,50.0
relu_0.1_method2_adam,4,2,Class-IL,0.0
relu_0.1_method2_adam,4,2,Task-IL,50.0
relu_0.1_method2_adam,4,3,Class-IL,79.85
relu_0.1_method2_adam,4,3,Task-IL,79.85
relu_0.1_method2_adam,4,avg,Class-IL,19.96
relu_0.1_method2_adam,4,avg,Task-IL,57.46
relu_0.1_method2_adam,5,0,Class-IL,0.0
relu_0.1_method2_adam,5,0,Task-IL,54.7
relu_0.1_method2_adam,5,1,Class-IL,0.0
relu_0.1_method2_adam,5,1,Task-IL,50.0
relu_0.1_method2_adam,5,2,Class-IL,0.0
relu_0.1_method2_adam,5,2,Task-IL,50.0
relu_0.1_method2_adam,5,3,Class-IL,0.0
relu_0.1_method2_adam,5,3,Task-IL,50.0
relu_0.1_method2_adam,5,4,Class-IL,97.39999999999999
relu_0.1_method2_adam,5,4,Task-IL,97.39999999999999
relu_0.1_method2_adam,5,avg,Class-IL,19.48
relu_0.1_method2_adam,5,avg,Task-IL,60.42
relu_0.3_method1_adam,1,0,Class-IL,96.89999999999999
relu_0.3_method1_adam,1,0,Task-IL,96.89999999999999
relu_0.3_method1_adam,1,avg,Class-IL,96.9
relu_0.3_method1_adam,1,avg,Task-IL,96.9
relu_0.3_method1_adam,2,0,Class-IL,0.0
relu_0.3_method1_adam,2,0,Task-IL,50.0
relu_0.3_method1_adam,2,1,Class-IL,85.35000000000001
relu_0.3_method1_adam,2,1,Task-IL,85.35000000000001
relu_0.3_method1_adam,2,avg,Class-IL,42.68
relu_0.3_method1_adam,2,avg,Task-IL,67.68
relu_0.3_method1_adam,3,0,Class-IL,0.0
relu_0.3_method1_adam,3,0,Task-IL,50.0
relu_0.3_method1_adam,3,1,Class-IL,0.0
relu_0.3_method1_adam,3,1,Task-IL,50.0
relu_0.3_method1_adam,3,2,Class-IL,94.8
relu_0.3_method1_adam,3,2,Task-IL,94.8
relu_0.3_method1_adam,3,avg,Class-IL,31.6
relu_0.3_method1_adam,3,avg,Task-IL,64.93
relu_0.3_method1_adam,4,0,Class-IL,0.0
relu_0.3_method1_adam,4,0,Task-IL,50.0
relu_0.3_method1_adam,4,1,Class-IL,0.0
relu_0.3_method1_adam,4,1,Task-IL,50.0
relu_0.3_method1_adam,4,2,Class-IL,0.0
relu_0.3_method1_adam,4,2,Task-IL,50.0
relu_0.3_method1_adam,4,3,Class-IL,96.35000000000001
relu_0.3_method1_adam,4,3,Task-IL,96.35000000000001
relu_0.3_method1_adam,4,avg,Class-IL,24.09
relu_0.3_method1_adam,4,avg,Task-IL,61.59
relu_0.3_method1_adam,5,0,Class-IL,0.0
relu_0.3_method1_adam,5,0,Task-IL,50.0
relu_0.3_method1_adam,5,1,Class-IL,0.0
relu_0.3_method1_adam,5,1,Task-IL,50.0
relu_0.3_method1_adam,5,2,Class-IL,0.0
relu_0.3_method1_adam,5,2,Task-IL,50.0
relu_0.3_method1_adam,5,3,Class-IL,0.0
relu_0.3_method1_adam,5,3,Task-IL,48.949999999999996
relu_0.3_method1_adam,5,4,Class-IL,97.6
relu_0.3_method1_adam,5,4,Task-IL,97.6
relu_0.3_method1_adam,5,avg,Class-IL,19.52
relu_0.3_method1_adam,5,avg,Task-IL,59.31
relu_0.1_method1_sgd,1,0,Class-IL,97.25
relu_0.1_method1_sgd,1,0,Task-IL,97.25
relu_0.1_method1_sgd,1,avg,Class-IL,97.25
relu_0.1_method1_sgd,1,avg,Task-IL,97.25
relu_0.1_method1_sgd,2,0,Class-IL,0.0
relu_0.1_method1_sgd,2,0,Task-IL,70.19999999999999
relu_0.1_method1_sgd,2,1,Class-IL,87.4
relu_0.1_method1_sgd,2,1,Task-IL,87.4
relu_0.1_method1_sgd,2,avg,Class-IL,43.7
relu_0.1_method1_sgd,2,avg,Task-IL,78.8
relu_0.1_method1_sgd,3,0,Class-IL,0.0
relu_0.1_method1_sgd,3,0,Task-IL,64.5
relu_0.1_method1_sgd,3,1,Class-IL,0.0
relu_0.1_method1_sgd,3,1,Task-IL,69.19999999999999
relu_0.1_method1_sgd,3,2,Class-IL,93.95
relu_0.1_method1_sgd,3,2,Task-IL,93.95
relu_0.1_method1_sgd,3,avg,Class-IL,31.32
relu_0.1_method1_sgd,3,avg,Task-IL,75.88
relu_0.1_method1_sgd,4,0,Class-IL,0.0
relu_0.1_method1_sgd,4,0,Task-IL,43.1
relu_0.1_method1_sgd,4,1,Class-IL,0.0
relu_0.1_method1_sgd,4,1,Task-IL,50.7
relu_0.1_method1_sgd,4,2,Class-IL,0.0
relu_0.1_method1_sgd,4,2,Task-IL,55.45
relu_0.1_method1_sgd,4,3,Class-IL,97.85000000000001
relu_0.1_method1_sgd,4,3,Task-IL,97.85000000000001
relu_0.1_method1_sgd,4,avg,Class-IL,24.46
relu_0.1_method1_sgd,4,avg,Task-IL,61.78
relu_0.1_method1_sgd,5,0,Class-IL,0.0
relu_0.1_method1_sgd,5,0,Task-IL,80.2
relu_0.1_method1_sgd,5,1,Class-IL,0.0
relu_0.1_method1_sgd,5,1,Task-IL,58.45
relu_0.1_method1_sgd,5,2,Class-IL,0.0
relu_0.1_method1_sgd,5,2,Task-IL,59.4
relu_0.1_method1_sgd,5,3,Class-IL,0.0
relu_0.1_method1_sgd,5,3,Task-IL,47.0
relu_0.1_method1_sgd,5,4,Class-IL,97.39999999999999
relu_0.1_method1_sgd,5,4,Task-IL,97.39999999999999
relu_0.1_method1_sgd,5,avg,Class-IL,19.48
relu_0.1_method1_sgd,5,avg,Task-IL,68.49
relu_0.1_method1_adam,1,0,Class-IL,96.89999999999999
relu_0.1_method1_adam,1,0,Task-IL,96.89999999999999
relu_0.1_method1_adam,1,avg,Class-IL,96.9
relu_0.1_method1_adam,1,avg,Task-IL,96.9
relu_0.1_method1_adam,2,0,Class-IL,0.0
relu_0.1_method1_adam,2,0,Task-IL,49.8
relu_0.1_method1_adam,2,1,Class-IL,81.8
relu_0.1_method1_adam,2,1,Task-IL,81.8
