model,num_tasks_seen,task,metric_type,accuracy
01_baseline_sgd_relu,1,0,Class-IL,97.1
01_baseline_sgd_relu,1,0,Task-IL,97.1
01_baseline_sgd_relu,1,avg,Class-IL,97.1
01_baseline_sgd_relu,1,avg,Task-IL,97.1
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,68.35
01_baseline_sgd_relu,2,1,Class-IL,85.9
01_baseline_sgd_relu,2,1,Task-IL,85.9
01_baseline_sgd_relu,2,avg,Class-IL,42.95
01_baseline_sgd_relu,2,avg,Task-IL,77.12
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,71.39999999999999
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,68.7
01_baseline_sgd_relu,3,2,Class-IL,94.0
01_baseline_sgd_relu,3,2,Task-IL,94.0
01_baseline_sgd_relu,3,avg,Class-IL,31.33
01_baseline_sgd_relu,3,avg,Task-IL,78.03
01_baseline_sgd_relu,4,0,Class-IL,0.0
01_baseline_sgd_relu,4,0,Task-IL,47.349999999999994
01_baseline_sgd_relu,4,1,Class-IL,0.0
01_baseline_sgd_relu,4,1,Task-IL,51.24999999999999
01_baseline_sgd_relu,4,2,Class-IL,0.0
01_baseline_sgd_relu,4,2,Task-IL,60.6
01_baseline_sgd_relu,4,3,Class-IL,97.3
01_baseline_sgd_relu,4,3,Task-IL,97.3
01_baseline_sgd_relu,4,avg,Class-IL,24.32
01_baseline_sgd_relu,4,avg,Task-IL,64.12
01_baseline_sgd_relu,5,0,Class-IL,0.0
01_baseline_sgd_relu,5,0,Task-IL,76.55
01_baseline_sgd_relu,5,1,Class-IL,0.0
01_baseline_sgd_relu,5,1,Task-IL,53.6
01_baseline_sgd_relu,5,2,Class-IL,0.0
01_baseline_sgd_relu,5,2,Task-IL,63.1
01_baseline_sgd_relu,5,3,Class-IL,0.0
01_baseline_sgd_relu,5,3,Task-IL,54.6
01_baseline_sgd_relu,5,4,Class-IL,95.45
01_baseline_sgd_relu,5,4,Task-IL,95.45
01_baseline_sgd_relu,5,avg,Class-IL,19.09
01_baseline_sgd_relu,5,avg,Task-IL,68.66
relu_0.025_method2_adam,1,0,Class-IL,98.0
relu_0.025_method2_adam,1,0,Task-IL,98.0
relu_0.025_method2_adam,1,avg,Class-IL,98.0
relu_0.025_method2_adam,1,avg,Task-IL,98.0
relu_0.025_method2_adam,2,0,Class-IL,0.0
relu_0.025_method2_adam,2,0,Task-IL,50.0
relu_0.025_method2_adam,2,1,Class-IL,87.55
relu_0.025_method2_adam,2,1,Task-IL,87.55
relu_0.025_method2_adam,2,avg,Class-IL,43.78
relu_0.025_method2_adam,2,avg,Task-IL,68.78
relu_0.025_method2_adam,3,0,Class-IL,0.0
relu_0.025_method2_adam,3,0,Task-IL,49.95
relu_0.025_method2_adam,3,1,Class-IL,0.0
relu_0.025_method2_adam,3,1,Task-IL,50.0
relu_0.025_method2_adam,3,2,Class-IL,93.95
relu_0.025_method2_adam,3,2,Task-IL,93.95
relu_0.025_method2_adam,3,avg,Class-IL,31.32
relu_0.025_method2_adam,3,avg,Task-IL,64.63
relu_0.025_method2_adam,4,0,Class-IL,0.0
relu_0.025_method2_adam,4,0,Task-IL,49.55
relu_0.025_method2_adam,4,1,Class-IL,0.0
relu_0.025_method2_adam,4,1,Task-IL,50.0
relu_0.025_method2_adam,4,2,Class-IL,0.0
relu_0.025_method2_adam,4,2,Task-IL,50.0
relu_0.025_method2_adam,4,3,Class-IL,96.89999999999999
relu_0.025_method2_adam,4,3,Task-IL,96.89999999999999
relu_0.025_method2_adam,4,avg,Class-IL,24.22
relu_0.025_method2_adam,4,avg,Task-IL,61.61
relu_0.025_method2_adam,5,0,Class-IL,0.0
relu_0.025_method2_adam,5,0,Task-IL,66.14999999999999
relu_0.025_method2_adam,5,1,Class-IL,0.0
relu_0.025_method2_adam,5,1,Task-IL,50.05
relu_0.025_method2_adam,5,2,Class-IL,0.0
relu_0.025_method2_adam,5,2,Task-IL,50.0
relu_0.025_method2_adam,5,3,Class-IL,0.0
relu_0.025_method2_adam,5,3,Task-IL,50.0
relu_0.025_method2_adam,5,4,Class-IL,95.89999999999999
relu_0.025_method2_adam,5,4,Task-IL,95.89999999999999
relu_0.025_method2_adam,5,avg,Class-IL,19.18
relu_0.025_method2_adam,5,avg,Task-IL,62.42
relu_0.1_method2_sgd,1,0,Class-IL,97.1
relu_0.1_method2_sgd,1,0,Task-IL,97.1
relu_0.1_method2_sgd,1,avg,Class-IL,97.1
relu_0.1_method2_sgd,1,avg,Task-IL,97.1
relu_0.1_method2_sgd,2,0,Class-IL,0.0
relu_0.1_method2_sgd,2,0,Task-IL,53.75
relu_0.1_method2_sgd,2,1,Class-IL,80.10000000000001
relu_0.1_method2_sgd,2,1,Task-IL,80.10000000000001
relu_0.1_method2_sgd,2,avg,Class-IL,40.05
relu_0.1_method2_sgd,2,avg,Task-IL,66.93
relu_0.1_method2_sgd,3,0,Class-IL,0.0
relu_0.1_method2_sgd,3,0,Task-IL,75.55
relu_0.1_method2_sgd,3,1,Class-IL,0.0
relu_0.1_method2_sgd,3,1,Task-IL,45.2
relu_0.1_method2_sgd,3,2,Class-IL,91.55
relu_0.1_method2_sgd,3,2,Task-IL,91.55
relu_0.1_method2_sgd,3,avg,Class-IL,30.52
relu_0.1_method2_sgd,3,avg,Task-IL,70.77
relu_0.1_method2_sgd,4,0,Class-IL,0.0
relu_0.1_method2_sgd,4,0,Task-IL,43.25
relu_0.1_method2_sgd,4,1,Class-IL,0.0
relu_0.1_method2_sgd,4,1,Task-IL,43.1
relu_0.1_method2_sgd,4,2,Class-IL,0.0
relu_0.1_method2_sgd,4,2,Task-IL,60.45
relu_0.1_method2_sgd,4,3,Class-IL,97.75
relu_0.1_method2_sgd,4,3,Task-IL,97.75
relu_0.1_method2_sgd,4,avg,Class-IL,24.44
relu_0.1_method2_sgd,4,avg,Task-IL,61.14
relu_0.1_method2_sgd,5,0,Class-IL,0.0
relu_0.1_method2_sgd,5,0,Task-IL,64.0
relu_0.1_method2_sgd,5,1,Class-IL,0.0
relu_0.1_method2_sgd,5,1,Task-IL,52.55
relu_0.1_method2_sgd,5,2,Class-IL,0.0
relu_0.1_method2_sgd,5,2,Task-IL,58.050000000000004
relu_0.1_method2_sgd,5,3,Class-IL,0.0
relu_0.1_method2_sgd,5,3,Task-IL,63.4
relu_0.1_method2_sgd,5,4,Class-IL,94.75
relu_0.1_method2_sgd,5,4,Task-IL,94.75
relu_0.1_method2_sgd,5,avg,Class-IL,18.95
relu_0.1_method2_sgd,5,avg,Task-IL,66.55
relu_0.1_method2_adam,1,0,Class-IL,98.0
relu_0.1_method2_adam,1,0,Task-IL,98.0
relu_0.1_method2_adam,1,avg,Class-IL,98.0
relu_0.1_method2_adam,1,avg,Task-IL,98.0
