task,layer,inactive_count,epoch,model
1,conv1,0,0,silu_0.2_ours_sgd
1,layer1,0,0,silu_0.2_ours_sgd
1,layer2,0,0,silu_0.2_ours_sgd
1,layer3,0,0,silu_0.2_ours_sgd
1,layer4,0,0,silu_0.2_ours_sgd
1,conv1,0,1,silu_0.2_ours_sgd
1,layer1,0,1,silu_0.2_ours_sgd
1,layer2,0,1,silu_0.2_ours_sgd
1,layer3,0,1,silu_0.2_ours_sgd
1,layer4,0,1,silu_0.2_ours_sgd
1,conv1,0,2,silu_0.2_ours_sgd
1,layer1,0,2,silu_0.2_ours_sgd
1,layer2,0,2,silu_0.2_ours_sgd
1,layer3,0,2,silu_0.2_ours_sgd
1,layer4,0,2,silu_0.2_ours_sgd
2,conv1,0,0,silu_0.2_ours_sgd
2,layer1,0,0,silu_0.2_ours_sgd
2,layer2,0,0,silu_0.2_ours_sgd
2,layer3,0,0,silu_0.2_ours_sgd
2,layer4,0,0,silu_0.2_ours_sgd
2,conv1,0,1,silu_0.2_ours_sgd
2,layer1,0,1,silu_0.2_ours_sgd
2,layer2,0,1,silu_0.2_ours_sgd
2,layer3,0,1,silu_0.2_ours_sgd
2,layer4,0,1,silu_0.2_ours_sgd
2,conv1,0,2,silu_0.2_ours_sgd
2,layer1,0,2,silu_0.2_ours_sgd
2,layer2,0,2,silu_0.2_ours_sgd
2,layer3,0,2,silu_0.2_ours_sgd
2,layer4,0,2,silu_0.2_ours_sgd
3,conv1,0,0,silu_0.2_ours_sgd
3,layer1,0,0,silu_0.2_ours_sgd
3,layer2,0,0,silu_0.2_ours_sgd
3,layer3,0,0,silu_0.2_ours_sgd
3,layer4,1,0,silu_0.2_ours_sgd
3,conv1,0,1,silu_0.2_ours_sgd
3,layer1,0,1,silu_0.2_ours_sgd
3,layer2,0,1,silu_0.2_ours_sgd
3,layer3,0,1,silu_0.2_ours_sgd
3,layer4,0,1,silu_0.2_ours_sgd
3,conv1,0,2,silu_0.2_ours_sgd
3,layer1,0,2,silu_0.2_ours_sgd
3,layer2,0,2,silu_0.2_ours_sgd
3,layer3,0,2,silu_0.2_ours_sgd
3,layer4,0,2,silu_0.2_ours_sgd
4,conv1,0,0,silu_0.2_ours_sgd
4,layer1,0,0,silu_0.2_ours_sgd
4,layer2,0,0,silu_0.2_ours_sgd
4,layer3,0,0,silu_0.2_ours_sgd
4,layer4,0,0,silu_0.2_ours_sgd
4,conv1,0,1,silu_0.2_ours_sgd
4,layer1,0,1,silu_0.2_ours_sgd
4,layer2,0,1,silu_0.2_ours_sgd
4,layer3,0,1,silu_0.2_ours_sgd
4,layer4,0,1,silu_0.2_ours_sgd
4,conv1,0,2,silu_0.2_ours_sgd
4,layer1,0,2,silu_0.2_ours_sgd
4,layer2,0,2,silu_0.2_ours_sgd
4,layer3,0,2,silu_0.2_ours_sgd
4,layer4,0,2,silu_0.2_ours_sgd
5,conv1,0,0,silu_0.2_ours_sgd
5,layer1,0,0,silu_0.2_ours_sgd
5,layer2,0,0,silu_0.2_ours_sgd
5,layer3,0,0,silu_0.2_ours_sgd
5,layer4,0,0,silu_0.2_ours_sgd
5,conv1,0,1,silu_0.2_ours_sgd
5,layer1,0,1,silu_0.2_ours_sgd
5,layer2,0,1,silu_0.2_ours_sgd
5,layer3,0,1,silu_0.2_ours_sgd
5,layer4,0,1,silu_0.2_ours_sgd
5,conv1,0,2,silu_0.2_ours_sgd
5,layer1,0,2,silu_0.2_ours_sgd
5,layer2,0,2,silu_0.2_ours_sgd
5,layer3,0,2,silu_0.2_ours_sgd
5,layer4,0,2,silu_0.2_ours_sgd
1,conv1,0,0,silu_0.2_ghada_adam
1,layer1,0,0,silu_0.2_ghada_adam
1,layer2,0,0,silu_0.2_ghada_adam
1,layer3,0,0,silu_0.2_ghada_adam
1,layer4,0,0,silu_0.2_ghada_adam
1,conv1,0,1,silu_0.2_ghada_adam
1,layer1,0,1,silu_0.2_ghada_adam
1,layer2,0,1,silu_0.2_ghada_adam
1,layer3,0,1,silu_0.2_ghada_adam
1,layer4,0,1,silu_0.2_ghada_adam
