model,num_tasks_seen,task,metric_type,accuracy
relu_0.2_method2_sgd,1,0,Class-IL,97.0
relu_0.2_method2_sgd,1,0,Task-IL,97.0
relu_0.2_method2_sgd,1,avg,Class-IL,97.0
relu_0.2_method2_sgd,1,avg,Task-IL,97.0
relu_0.2_method2_sgd,2,0,Class-IL,0.0
relu_0.2_method2_sgd,2,0,Task-IL,38.4
relu_0.2_method2_sgd,2,1,Class-IL,88.5
relu_0.2_method2_sgd,2,1,Task-IL,88.5
relu_0.2_method2_sgd,2,avg,Class-IL,44.25
relu_0.2_method2_sgd,2,avg,Task-IL,63.45
relu_0.2_method2_sgd,3,0,Class-IL,0.0
relu_0.2_method2_sgd,3,0,Task-IL,63.74999999999999
relu_0.2_method2_sgd,3,1,Class-IL,0.0
relu_0.2_method2_sgd,3,1,Task-IL,49.05
relu_0.2_method2_sgd,3,2,Class-IL,93.65
relu_0.2_method2_sgd,3,2,Task-IL,93.65
relu_0.2_method2_sgd,3,avg,Class-IL,31.22
relu_0.2_method2_sgd,3,avg,Task-IL,68.82
relu_0.2_method2_sgd,4,0,Class-IL,0.0
relu_0.2_method2_sgd,4,0,Task-IL,53.7
relu_0.2_method2_sgd,4,1,Class-IL,0.0
relu_0.2_method2_sgd,4,1,Task-IL,54.85
relu_0.2_method2_sgd,4,2,Class-IL,0.0
relu_0.2_method2_sgd,4,2,Task-IL,37.25
relu_0.2_method2_sgd,4,3,Class-IL,98.35000000000001
relu_0.2_method2_sgd,4,3,Task-IL,98.35000000000001
relu_0.2_method2_sgd,4,avg,Class-IL,24.59
relu_0.2_method2_sgd,4,avg,Task-IL,61.04
relu_0.2_method2_sgd,5,0,Class-IL,0.0
relu_0.2_method2_sgd,5,0,Task-IL,72.39999999999999
relu_0.2_method2_sgd,5,1,Class-IL,0.0
relu_0.2_method2_sgd,5,1,Task-IL,58.4
relu_0.2_method2_sgd,5,2,Class-IL,0.0
relu_0.2_method2_sgd,5,2,Task-IL,44.15
relu_0.2_method2_sgd,5,3,Class-IL,0.0
relu_0.2_method2_sgd,5,3,Task-IL,52.65
relu_0.2_method2_sgd,5,4,Class-IL,96.85000000000001
relu_0.2_method2_sgd,5,4,Task-IL,96.85000000000001
relu_0.2_method2_sgd,5,avg,Class-IL,19.37
relu_0.2_method2_sgd,5,avg,Task-IL,64.89
relu_0.3_method1_adam,1,0,Class-IL,96.85000000000001
relu_0.3_method1_adam,1,0,Task-IL,96.85000000000001
relu_0.3_method1_adam,1,avg,Class-IL,96.85
relu_0.3_method1_adam,1,avg,Task-IL,96.85
relu_0.3_method1_adam,2,0,Class-IL,0.0
relu_0.3_method1_adam,2,0,Task-IL,67.35
relu_0.3_method1_adam,2,1,Class-IL,73.5
relu_0.3_method1_adam,2,1,Task-IL,73.5
relu_0.3_method1_adam,2,avg,Class-IL,36.75
relu_0.3_method1_adam,2,avg,Task-IL,70.42
relu_0.3_method1_adam,3,0,Class-IL,0.0
relu_0.3_method1_adam,3,0,Task-IL,52.5
relu_0.3_method1_adam,3,1,Class-IL,0.0
relu_0.3_method1_adam,3,1,Task-IL,48.9
relu_0.3_method1_adam,3,2,Class-IL,93.65
relu_0.3_method1_adam,3,2,Task-IL,93.65
relu_0.3_method1_adam,3,avg,Class-IL,31.22
relu_0.3_method1_adam,3,avg,Task-IL,65.02
relu_0.3_method1_adam,4,0,Class-IL,0.0
relu_0.3_method1_adam,4,0,Task-IL,46.650000000000006
relu_0.3_method1_adam,4,1,Class-IL,0.0
relu_0.3_method1_adam,4,1,Task-IL,45.050000000000004
relu_0.3_method1_adam,4,2,Class-IL,0.0
relu_0.3_method1_adam,4,2,Task-IL,54.6
relu_0.3_method1_adam,4,3,Class-IL,85.6
relu_0.3_method1_adam,4,3,Task-IL,85.6
relu_0.3_method1_adam,4,avg,Class-IL,21.4
relu_0.3_method1_adam,4,avg,Task-IL,57.98
relu_0.3_method1_adam,5,0,Class-IL,0.0
relu_0.3_method1_adam,5,0,Task-IL,44.55
relu_0.3_method1_adam,5,1,Class-IL,0.0
relu_0.3_method1_adam,5,1,Task-IL,59.4
relu_0.3_method1_adam,5,2,Class-IL,0.0
relu_0.3_method1_adam,5,2,Task-IL,64.0
relu_0.3_method1_adam,5,3,Class-IL,0.0
relu_0.3_method1_adam,5,3,Task-IL,69.8
relu_0.3_method1_adam,5,4,Class-IL,86.05000000000001
relu_0.3_method1_adam,5,4,Task-IL,86.05000000000001
relu_0.3_method1_adam,5,avg,Class-IL,17.21
relu_0.3_method1_adam,5,avg,Task-IL,64.76
relu_0.3_method1_sgd,1,0,Class-IL,97.0
relu_0.3_method1_sgd,1,0,Task-IL,97.0
relu_0.3_method1_sgd,1,avg,Class-IL,97.0
relu_0.3_method1_sgd,1,avg,Task-IL,97.0
relu_0.3_method1_sgd,2,0,Class-IL,0.0
relu_0.3_method1_sgd,2,0,Task-IL,59.550000000000004
relu_0.3_method1_sgd,2,1,Class-IL,85.05
relu_0.3_method1_sgd,2,1,Task-IL,85.05
relu_0.3_method1_sgd,2,avg,Class-IL,42.52
relu_0.3_method1_sgd,2,avg,Task-IL,72.3
relu_0.3_method1_sgd,3,0,Class-IL,0.0
relu_0.3_method1_sgd,3,0,Task-IL,46.550000000000004
relu_0.3_method1_sgd,3,1,Class-IL,0.0
relu_0.3_method1_sgd,3,1,Task-IL,45.45
relu_0.3_method1_sgd,3,2,Class-IL,93.30000000000001
relu_0.3_method1_sgd,3,2,Task-IL,93.30000000000001
relu_0.3_method1_sgd,3,avg,Class-IL,31.1
relu_0.3_method1_sgd,3,avg,Task-IL,61.77
relu_0.3_method1_sgd,4,0,Class-IL,0.0
relu_0.3_method1_sgd,4,0,Task-IL,57.25
relu_0.3_method1_sgd,4,1,Class-IL,0.0
relu_0.3_method1_sgd,4,1,Task-IL,53.449999999999996
relu_0.3_method1_sgd,4,2,Class-IL,0.0
relu_0.3_method1_sgd,4,2,Task-IL,49.3
relu_0.3_method1_sgd,4,3,Class-IL,96.45
relu_0.3_method1_sgd,4,3,Task-IL,96.45
relu_0.3_method1_sgd,4,avg,Class-IL,24.11
relu_0.3_method1_sgd,4,avg,Task-IL,64.11
relu_0.3_method1_sgd,5,0,Class-IL,0.0
relu_0.3_method1_sgd,5,0,Task-IL,37.6
relu_0.3_method1_sgd,5,1,Class-IL,0.0
relu_0.3_method1_sgd,5,1,Task-IL,57.8
relu_0.3_method1_sgd,5,2,Class-IL,0.0
relu_0.3_method1_sgd,5,2,Task-IL,44.1
relu_0.3_method1_sgd,5,3,Class-IL,0.0
