model,num_tasks_seen,task,metric_type,accuracy
relu_0.3_ghada_sgd,1,0,Class-IL,97.75
relu_0.3_ghada_sgd,1,0,Task-IL,97.75
relu_0.3_ghada_sgd,1,avg,Class-IL,97.75
relu_0.3_ghada_sgd,1,avg,Task-IL,97.75
relu_0.3_ghada_sgd,2,0,Class-IL,0.0
relu_0.3_ghada_sgd,2,0,Task-IL,63.949999999999996
relu_0.3_ghada_sgd,2,1,Class-IL,80.9
relu_0.3_ghada_sgd,2,1,Task-IL,80.9
relu_0.3_ghada_sgd,2,avg,Class-IL,40.45
relu_0.3_ghada_sgd,2,avg,Task-IL,72.42
relu_0.3_ghada_sgd,3,0,Class-IL,0.0
relu_0.3_ghada_sgd,3,0,Task-IL,70.15
relu_0.3_ghada_sgd,3,1,Class-IL,0.0
relu_0.3_ghada_sgd,3,1,Task-IL,68.10000000000001
relu_0.3_ghada_sgd,3,2,Class-IL,94.0
relu_0.3_ghada_sgd,3,2,Task-IL,94.0
relu_0.3_ghada_sgd,3,avg,Class-IL,31.33
relu_0.3_ghada_sgd,3,avg,Task-IL,77.42
relu_0.3_ghada_sgd,4,0,Class-IL,0.0
relu_0.3_ghada_sgd,4,0,Task-IL,50.349999999999994
relu_0.3_ghada_sgd,4,1,Class-IL,0.0
relu_0.3_ghada_sgd,4,1,Task-IL,51.6
relu_0.3_ghada_sgd,4,2,Class-IL,0.0
relu_0.3_ghada_sgd,4,2,Task-IL,61.95
relu_0.3_ghada_sgd,4,3,Class-IL,98.2
relu_0.3_ghada_sgd,4,3,Task-IL,98.2
relu_0.3_ghada_sgd,4,avg,Class-IL,24.55
relu_0.3_ghada_sgd,4,avg,Task-IL,65.52
relu_0.3_ghada_sgd,5,0,Class-IL,0.0
relu_0.3_ghada_sgd,5,0,Task-IL,24.6
relu_0.3_ghada_sgd,5,1,Class-IL,0.0
relu_0.3_ghada_sgd,5,1,Task-IL,48.85
relu_0.3_ghada_sgd,5,2,Class-IL,0.0
relu_0.3_ghada_sgd,5,2,Task-IL,57.49999999999999
relu_0.3_ghada_sgd,5,3,Class-IL,0.0
relu_0.3_ghada_sgd,5,3,Task-IL,76.0
relu_0.3_ghada_sgd,5,4,Class-IL,96.8
relu_0.3_ghada_sgd,5,4,Task-IL,96.8
relu_0.3_ghada_sgd,5,avg,Class-IL,19.36
relu_0.3_ghada_sgd,5,avg,Task-IL,60.75
relu_0.2_ours_sgd,1,0,Class-IL,97.75
relu_0.2_ours_sgd,1,0,Task-IL,97.75
relu_0.2_ours_sgd,1,avg,Class-IL,97.75
relu_0.2_ours_sgd,1,avg,Task-IL,97.75
relu_0.2_ours_sgd,2,0,Class-IL,0.0
