model,num_tasks_seen,task,metric_type,accuracy
relu_0.2_ours_sgd,1,0,Class-IL,97.0
relu_0.2_ours_sgd,1,0,Task-IL,97.0
relu_0.2_ours_sgd,1,avg,Class-IL,97.0
relu_0.2_ours_sgd,1,avg,Task-IL,97.0
relu_0.2_ours_sgd,2,0,Class-IL,0.0
relu_0.2_ours_sgd,2,0,Task-IL,57.8
relu_0.2_ours_sgd,2,1,Class-IL,83.35000000000001
relu_0.2_ours_sgd,2,1,Task-IL,83.35000000000001
relu_0.2_ours_sgd,2,avg,Class-IL,41.68
relu_0.2_ours_sgd,2,avg,Task-IL,70.58
relu_0.2_ours_sgd,3,0,Class-IL,0.0
relu_0.2_ours_sgd,3,0,Task-IL,78.75
relu_0.2_ours_sgd,3,1,Class-IL,0.0
relu_0.2_ours_sgd,3,1,Task-IL,71.65
relu_0.2_ours_sgd,3,2,Class-IL,93.85
relu_0.2_ours_sgd,3,2,Task-IL,93.85
relu_0.2_ours_sgd,3,avg,Class-IL,31.28
relu_0.2_ours_sgd,3,avg,Task-IL,81.42
relu_0.2_ours_sgd,4,0,Class-IL,0.0
relu_0.2_ours_sgd,4,0,Task-IL,57.85
relu_0.2_ours_sgd,4,1,Class-IL,0.0
relu_0.2_ours_sgd,4,1,Task-IL,52.900000000000006
relu_0.2_ours_sgd,4,2,Class-IL,0.0
relu_0.2_ours_sgd,4,2,Task-IL,57.35
relu_0.2_ours_sgd,4,3,Class-IL,96.05
relu_0.2_ours_sgd,4,3,Task-IL,96.05
relu_0.2_ours_sgd,4,avg,Class-IL,24.01
relu_0.2_ours_sgd,4,avg,Task-IL,66.04
relu_0.2_ours_sgd,5,0,Class-IL,0.0
relu_0.2_ours_sgd,5,0,Task-IL,34.55
relu_0.2_ours_sgd,5,1,Class-IL,0.0
relu_0.2_ours_sgd,5,1,Task-IL,45.2
relu_0.2_ours_sgd,5,2,Class-IL,0.0
relu_0.2_ours_sgd,5,2,Task-IL,50.5
relu_0.2_ours_sgd,5,3,Class-IL,0.0
relu_0.2_ours_sgd,5,3,Task-IL,63.24999999999999
relu_0.2_ours_sgd,5,4,Class-IL,96.3
relu_0.2_ours_sgd,5,4,Task-IL,96.3
relu_0.2_ours_sgd,5,avg,Class-IL,19.26
relu_0.2_ours_sgd,5,avg,Task-IL,57.96
relu_0.3_ours_sgd,1,0,Class-IL,97.0
relu_0.3_ours_sgd,1,0,Task-IL,97.0
relu_0.3_ours_sgd,1,avg,Class-IL,97.0
relu_0.3_ours_sgd,1,avg,Task-IL,97.0
relu_0.3_ours_sgd,2,0,Class-IL,0.0
relu_0.3_ours_sgd,2,0,Task-IL,61.9
relu_0.3_ours_sgd,2,1,Class-IL,87.64999999999999
relu_0.3_ours_sgd,2,1,Task-IL,87.64999999999999
relu_0.3_ours_sgd,2,avg,Class-IL,43.82
relu_0.3_ours_sgd,2,avg,Task-IL,74.77
relu_0.3_ours_sgd,3,0,Class-IL,0.0
relu_0.3_ours_sgd,3,0,Task-IL,74.1
relu_0.3_ours_sgd,3,1,Class-IL,0.0
relu_0.3_ours_sgd,3,1,Task-IL,69.89999999999999
relu_0.3_ours_sgd,3,2,Class-IL,93.55
relu_0.3_ours_sgd,3,2,Task-IL,93.55
relu_0.3_ours_sgd,3,avg,Class-IL,31.18
relu_0.3_ours_sgd,3,avg,Task-IL,79.18
relu_0.3_ours_sgd,4,0,Class-IL,0.0
relu_0.3_ours_sgd,4,0,Task-IL,60.699999999999996
relu_0.3_ours_sgd,4,1,Class-IL,0.0
relu_0.3_ours_sgd,4,1,Task-IL,56.05
relu_0.3_ours_sgd,4,2,Class-IL,0.0
relu_0.3_ours_sgd,4,2,Task-IL,58.85
relu_0.3_ours_sgd,4,3,Class-IL,98.15
relu_0.3_ours_sgd,4,3,Task-IL,98.15
relu_0.3_ours_sgd,4,avg,Class-IL,24.54
relu_0.3_ours_sgd,4,avg,Task-IL,68.44
relu_0.3_ours_sgd,5,0,Class-IL,0.0
relu_0.3_ours_sgd,5,0,Task-IL,29.15
relu_0.3_ours_sgd,5,1,Class-IL,0.0
relu_0.3_ours_sgd,5,1,Task-IL,40.35
relu_0.3_ours_sgd,5,2,Class-IL,0.0
relu_0.3_ours_sgd,5,2,Task-IL,46.949999999999996
relu_0.3_ours_sgd,5,3,Class-IL,0.0
relu_0.3_ours_sgd,5,3,Task-IL,61.95
relu_0.3_ours_sgd,5,4,Class-IL,96.85000000000001
relu_0.3_ours_sgd,5,4,Task-IL,96.85000000000001
relu_0.3_ours_sgd,5,avg,Class-IL,19.37
relu_0.3_ours_sgd,5,avg,Task-IL,55.05
relu_0.3_ghada_sgd,1,0,Class-IL,97.0
relu_0.3_ghada_sgd,1,0,Task-IL,97.0
relu_0.3_ghada_sgd,1,avg,Class-IL,97.0
relu_0.3_ghada_sgd,1,avg,Task-IL,97.0
relu_0.3_ghada_sgd,2,0,Class-IL,0.0
relu_0.3_ghada_sgd,2,0,Task-IL,63.4
relu_0.3_ghada_sgd,2,1,Class-IL,85.5
relu_0.3_ghada_sgd,2,1,Task-IL,85.5
relu_0.3_ghada_sgd,2,avg,Class-IL,42.75
relu_0.3_ghada_sgd,2,avg,Task-IL,74.45
relu_0.3_ghada_sgd,3,0,Class-IL,0.0
relu_0.3_ghada_sgd,3,0,Task-IL,73.5
relu_0.3_ghada_sgd,3,1,Class-IL,0.0
relu_0.3_ghada_sgd,3,1,Task-IL,69.3
relu_0.3_ghada_sgd,3,2,Class-IL,93.15
relu_0.3_ghada_sgd,3,2,Task-IL,93.15
relu_0.3_ghada_sgd,3,avg,Class-IL,31.05
relu_0.3_ghada_sgd,3,avg,Task-IL,78.65
relu_0.3_ghada_sgd,4,0,Class-IL,0.0
relu_0.3_ghada_sgd,4,0,Task-IL,59.050000000000004
relu_0.3_ghada_sgd,4,1,Class-IL,0.0
relu_0.3_ghada_sgd,4,1,Task-IL,54.900000000000006
