model,num_tasks_seen,task,metric_type,accuracy
relu_0.2_method2_sgd,1,0,Class-IL,97.1
relu_0.2_method2_sgd,1,0,Task-IL,97.1
relu_0.2_method2_sgd,1,avg,Class-IL,97.1
relu_0.2_method2_sgd,1,avg,Task-IL,97.1
relu_0.2_method2_sgd,2,0,Class-IL,0.0
relu_0.2_method2_sgd,2,0,Task-IL,69.15
relu_0.2_method2_sgd,2,1,Class-IL,85.15
relu_0.2_method2_sgd,2,1,Task-IL,85.15
relu_0.2_method2_sgd,2,avg,Class-IL,42.58
relu_0.2_method2_sgd,2,avg,Task-IL,77.15
relu_0.2_method2_sgd,3,0,Class-IL,0.0
relu_0.2_method2_sgd,3,0,Task-IL,60.550000000000004
relu_0.2_method2_sgd,3,1,Class-IL,0.0
relu_0.2_method2_sgd,3,1,Task-IL,68.75
relu_0.2_method2_sgd,3,2,Class-IL,93.60000000000001
relu_0.2_method2_sgd,3,2,Task-IL,93.60000000000001
relu_0.2_method2_sgd,3,avg,Class-IL,31.2
relu_0.2_method2_sgd,3,avg,Task-IL,74.3
relu_0.2_method2_sgd,4,0,Class-IL,0.0
relu_0.2_method2_sgd,4,0,Task-IL,66.2
relu_0.2_method2_sgd,4,1,Class-IL,0.0
relu_0.2_method2_sgd,4,1,Task-IL,51.800000000000004
relu_0.2_method2_sgd,4,2,Class-IL,0.0
relu_0.2_method2_sgd,4,2,Task-IL,50.349999999999994
relu_0.2_method2_sgd,4,3,Class-IL,96.0
relu_0.2_method2_sgd,4,3,Task-IL,96.0
relu_0.2_method2_sgd,4,avg,Class-IL,24.0
relu_0.2_method2_sgd,4,avg,Task-IL,66.09
relu_0.2_method2_sgd,5,0,Class-IL,0.0
relu_0.2_method2_sgd,5,0,Task-IL,75.6
relu_0.2_method2_sgd,5,1,Class-IL,0.0
relu_0.2_method2_sgd,5,1,Task-IL,51.24999999999999
relu_0.2_method2_sgd,5,2,Class-IL,0.0
relu_0.2_method2_sgd,5,2,Task-IL,54.900000000000006
relu_0.2_method2_sgd,5,3,Class-IL,0.0
relu_0.2_method2_sgd,5,3,Task-IL,66.3
relu_0.2_method2_sgd,5,4,Class-IL,97.05
relu_0.2_method2_sgd,5,4,Task-IL,97.05
relu_0.2_method2_sgd,5,avg,Class-IL,19.41
relu_0.2_method2_sgd,5,avg,Task-IL,69.02
relu_0.3_method2_sgd,1,0,Class-IL,97.1
relu_0.3_method2_sgd,1,0,Task-IL,97.1
relu_0.3_method2_sgd,1,avg,Class-IL,97.1
relu_0.3_method2_sgd,1,avg,Task-IL,97.1
relu_0.3_method2_sgd,2,0,Class-IL,0.0
relu_0.3_method2_sgd,2,0,Task-IL,71.15
relu_0.3_method2_sgd,2,1,Class-IL,85.9
relu_0.3_method2_sgd,2,1,Task-IL,85.9
relu_0.3_method2_sgd,2,avg,Class-IL,42.95
relu_0.3_method2_sgd,2,avg,Task-IL,78.53
relu_0.3_method2_sgd,3,0,Class-IL,0.0
relu_0.3_method2_sgd,3,0,Task-IL,61.150000000000006
relu_0.3_method2_sgd,3,1,Class-IL,0.0
relu_0.3_method2_sgd,3,1,Task-IL,67.10000000000001
relu_0.3_method2_sgd,3,2,Class-IL,90.55
relu_0.3_method2_sgd,3,2,Task-IL,90.55
relu_0.3_method2_sgd,3,avg,Class-IL,30.18
relu_0.3_method2_sgd,3,avg,Task-IL,72.93
relu_0.3_method2_sgd,4,0,Class-IL,0.0
relu_0.3_method2_sgd,4,0,Task-IL,49.05
relu_0.3_method2_sgd,4,1,Class-IL,0.0
relu_0.3_method2_sgd,4,1,Task-IL,56.10000000000001
relu_0.3_method2_sgd,4,2,Class-IL,0.0
relu_0.3_method2_sgd,4,2,Task-IL,73.2
relu_0.3_method2_sgd,4,3,Class-IL,97.85000000000001
relu_0.3_method2_sgd,4,3,Task-IL,97.85000000000001
relu_0.3_method2_sgd,4,avg,Class-IL,24.46
relu_0.3_method2_sgd,4,avg,Task-IL,69.05
