model,num_tasks_seen,task,metric_type,accuracy
relu_0.025_method1_sgd,1,0,Class-IL,92.80000000000001
relu_0.025_method1_sgd,1,0,Task-IL,92.80000000000001
relu_0.025_method1_sgd,1,avg,Class-IL,92.8
relu_0.025_method1_sgd,1,avg,Task-IL,92.8
relu_0.025_method1_sgd,2,0,Class-IL,0.0
relu_0.025_method1_sgd,2,0,Task-IL,63.9
relu_0.025_method1_sgd,2,1,Class-IL,81.65
relu_0.025_method1_sgd,2,1,Task-IL,81.65
relu_0.025_method1_sgd,2,avg,Class-IL,40.83
relu_0.025_method1_sgd,2,avg,Task-IL,72.78
relu_0.025_method1_sgd,3,0,Class-IL,0.0
relu_0.025_method1_sgd,3,0,Task-IL,65.85
relu_0.025_method1_sgd,3,1,Class-IL,0.0
relu_0.025_method1_sgd,3,1,Task-IL,63.6
relu_0.025_method1_sgd,3,2,Class-IL,88.25
relu_0.025_method1_sgd,3,2,Task-IL,88.25
relu_0.025_method1_sgd,3,avg,Class-IL,29.42
relu_0.025_method1_sgd,3,avg,Task-IL,72.57
relu_0.025_method1_sgd,4,0,Class-IL,0.0
relu_0.025_method1_sgd,4,0,Task-IL,66.7
relu_0.025_method1_sgd,4,1,Class-IL,0.0
relu_0.025_method1_sgd,4,1,Task-IL,58.3
relu_0.025_method1_sgd,4,2,Class-IL,0.0
relu_0.025_method1_sgd,4,2,Task-IL,77.85
relu_0.025_method1_sgd,4,3,Class-IL,95.85000000000001
relu_0.025_method1_sgd,4,3,Task-IL,95.85000000000001
relu_0.025_method1_sgd,4,avg,Class-IL,23.96
relu_0.025_method1_sgd,4,avg,Task-IL,74.68
relu_0.025_method1_sgd,5,0,Class-IL,0.0
relu_0.025_method1_sgd,5,0,Task-IL,65.7
relu_0.025_method1_sgd,5,1,Class-IL,0.0
relu_0.025_method1_sgd,5,1,Task-IL,54.449999999999996
relu_0.025_method1_sgd,5,2,Class-IL,0.0
relu_0.025_method1_sgd,5,2,Task-IL,64.14999999999999
relu_0.025_method1_sgd,5,3,Class-IL,0.0
relu_0.025_method1_sgd,5,3,Task-IL,69.8
relu_0.025_method1_sgd,5,4,Class-IL,94.25
relu_0.025_method1_sgd,5,4,Task-IL,94.25
relu_0.025_method1_sgd,5,avg,Class-IL,18.85
relu_0.025_method1_sgd,5,avg,Task-IL,69.67
01_baseline_sgd_relu,1,0,Class-IL,97.0
01_baseline_sgd_relu,1,0,Task-IL,97.0
01_baseline_sgd_relu,1,avg,Class-IL,97.0
01_baseline_sgd_relu,1,avg,Task-IL,97.0
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,63.9
01_baseline_sgd_relu,2,1,Class-IL,87.05000000000001
01_baseline_sgd_relu,2,1,Task-IL,87.05000000000001
01_baseline_sgd_relu,2,avg,Class-IL,43.53
01_baseline_sgd_relu,2,avg,Task-IL,75.48
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,76.2
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,70.7
01_baseline_sgd_relu,3,2,Class-IL,93.10000000000001
01_baseline_sgd_relu,3,2,Task-IL,93.10000000000001
01_baseline_sgd_relu,3,avg,Class-IL,31.03
01_baseline_sgd_relu,3,avg,Task-IL,80.0
01_baseline_sgd_relu,4,0,Class-IL,0.0
01_baseline_sgd_relu,4,0,Task-IL,60.4
01_baseline_sgd_relu,4,1,Class-IL,0.0
01_baseline_sgd_relu,4,1,Task-IL,53.800000000000004
01_baseline_sgd_relu,4,2,Class-IL,0.0
01_baseline_sgd_relu,4,2,Task-IL,60.650000000000006
01_baseline_sgd_relu,4,3,Class-IL,98.0
01_baseline_sgd_relu,4,3,Task-IL,98.0
01_baseline_sgd_relu,4,avg,Class-IL,24.5
01_baseline_sgd_relu,4,avg,Task-IL,68.21
01_baseline_sgd_relu,5,0,Class-IL,0.0
01_baseline_sgd_relu,5,0,Task-IL,23.200000000000003
01_baseline_sgd_relu,5,1,Class-IL,0.0
01_baseline_sgd_relu,5,1,Task-IL,46.85
01_baseline_sgd_relu,5,2,Class-IL,0.0
01_baseline_sgd_relu,5,2,Task-IL,53.6
01_baseline_sgd_relu,5,3,Class-IL,0.0
01_baseline_sgd_relu,5,3,Task-IL,64.85
01_baseline_sgd_relu,5,4,Class-IL,96.25
01_baseline_sgd_relu,5,4,Task-IL,96.25
01_baseline_sgd_relu,5,avg,Class-IL,19.25
01_baseline_sgd_relu,5,avg,Task-IL,56.95
relu_0.05_method2_sgd,1,0,Class-IL,92.80000000000001
relu_0.05_method2_sgd,1,0,Task-IL,92.80000000000001
relu_0.05_method2_sgd,1,avg,Class-IL,92.8
relu_0.05_method2_sgd,1,avg,Task-IL,92.8
relu_0.05_method2_sgd,2,0,Class-IL,0.0
relu_0.05_method2_sgd,2,0,Task-IL,62.5
relu_0.05_method2_sgd,2,1,Class-IL,81.89999999999999
relu_0.05_method2_sgd,2,1,Task-IL,81.89999999999999
relu_0.05_method2_sgd,2,avg,Class-IL,40.95
relu_0.05_method2_sgd,2,avg,Task-IL,72.2
relu_0.05_method2_sgd,3,0,Class-IL,0.0
relu_0.05_method2_sgd,3,0,Task-IL,65.45
relu_0.05_method2_sgd,3,1,Class-IL,0.0
relu_0.05_method2_sgd,3,1,Task-IL,64.4
relu_0.05_method2_sgd,3,2,Class-IL,87.64999999999999
relu_0.05_method2_sgd,3,2,Task-IL,87.64999999999999
relu_0.05_method2_sgd,3,avg,Class-IL,29.22
relu_0.05_method2_sgd,3,avg,Task-IL,72.5
relu_0.05_method2_sgd,4,0,Class-IL,0.0
relu_0.05_method2_sgd,4,0,Task-IL,71.7
relu_0.05_method2_sgd,4,1,Class-IL,0.0
relu_0.05_method2_sgd,4,1,Task-IL,57.75
relu_0.05_method2_sgd,4,2,Class-IL,0.0
relu_0.05_method2_sgd,4,2,Task-IL,78.2
relu_0.05_method2_sgd,4,3,Class-IL,94.0
relu_0.05_method2_sgd,4,3,Task-IL,94.0
relu_0.05_method2_sgd,4,avg,Class-IL,23.5
relu_0.05_method2_sgd,4,avg,Task-IL,75.41
relu_0.05_method2_sgd,5,0,Class-IL,0.0
relu_0.05_method2_sgd,5,0,Task-IL,67.95
relu_0.05_method2_sgd,5,1,Class-IL,0.0
relu_0.05_method2_sgd,5,1,Task-IL,53.0
relu_0.05_method2_sgd,5,2,Class-IL,0.0
relu_0.05_method2_sgd,5,2,Task-IL,62.7
relu_0.05_method2_sgd,5,3,Class-IL,0.0
relu_0.05_method2_sgd,5,3,Task-IL,72.7
relu_0.05_method2_sgd,5,4,Class-IL,94.5
relu_0.05_method2_sgd,5,4,Task-IL,94.5
relu_0.05_method2_sgd,5,avg,Class-IL,18.9
relu_0.05_method2_sgd,5,avg,Task-IL,70.17
relu_0.05_method1_sgd,1,0,Class-IL,92.80000000000001
relu_0.05_method1_sgd,1,0,Task-IL,92.80000000000001
relu_0.05_method1_sgd,1,avg,Class-IL,92.8
relu_0.05_method1_sgd,1,avg,Task-IL,92.8
relu_0.05_method1_sgd,2,0,Class-IL,0.0
relu_0.05_method1_sgd,2,0,Task-IL,57.199999999999996
relu_0.05_method1_sgd,2,1,Class-IL,81.69999999999999
relu_0.05_method1_sgd,2,1,Task-IL,81.69999999999999
relu_0.05_method1_sgd,2,avg,Class-IL,40.85
relu_0.05_method1_sgd,2,avg,Task-IL,69.45
relu_0.05_method1_sgd,3,0,Class-IL,0.0
relu_0.05_method1_sgd,3,0,Task-IL,65.4
relu_0.05_method1_sgd,3,1,Class-IL,0.0
relu_0.05_method1_sgd,3,1,Task-IL,64.0
relu_0.05_method1_sgd,3,2,Class-IL,87.9
relu_0.05_method1_sgd,3,2,Task-IL,87.9
relu_0.05_method1_sgd,3,avg,Class-IL,29.3
relu_0.05_method1_sgd,3,avg,Task-IL,72.43
relu_0.05_method1_sgd,4,0,Class-IL,0.0
relu_0.05_method1_sgd,4,0,Task-IL,72.05
relu_0.05_method1_sgd,4,1,Class-IL,0.0
relu_0.05_method1_sgd,4,1,Task-IL,61.050000000000004
relu_0.05_method1_sgd,4,2,Class-IL,0.0
relu_0.05_method1_sgd,4,2,Task-IL,79.0
relu_0.05_method1_sgd,4,3,Class-IL,95.7
relu_0.05_method1_sgd,4,3,Task-IL,95.7
relu_0.05_method1_sgd,4,avg,Class-IL,23.92
relu_0.05_method1_sgd,4,avg,Task-IL,76.95
relu_0.05_method1_sgd,5,0,Class-IL,0.0
relu_0.05_method1_sgd,5,0,Task-IL,66.7
