model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_ghada_adam,1,0,Class-IL,96.89999999999999
relu_0.1_ghada_adam,1,0,Task-IL,96.89999999999999
relu_0.1_ghada_adam,1,avg,Class-IL,96.9
relu_0.1_ghada_adam,1,avg,Task-IL,96.9
relu_0.1_ghada_adam,2,0,Class-IL,0.0
relu_0.1_ghada_adam,2,0,Task-IL,49.8
relu_0.1_ghada_adam,2,1,Class-IL,81.8
relu_0.1_ghada_adam,2,1,Task-IL,81.8
relu_0.1_ghada_adam,2,avg,Class-IL,40.9
relu_0.1_ghada_adam,2,avg,Task-IL,65.8
relu_0.1_ghada_adam,3,0,Class-IL,0.0
relu_0.1_ghada_adam,3,0,Task-IL,44.6
relu_0.1_ghada_adam,3,1,Class-IL,0.0
relu_0.1_ghada_adam,3,1,Task-IL,50.05
relu_0.1_ghada_adam,3,2,Class-IL,79.65
relu_0.1_ghada_adam,3,2,Task-IL,79.65
relu_0.1_ghada_adam,3,avg,Class-IL,26.55
relu_0.1_ghada_adam,3,avg,Task-IL,58.1
relu_0.1_ghada_adam,4,0,Class-IL,0.0
relu_0.1_ghada_adam,4,0,Task-IL,48.8
relu_0.1_ghada_adam,4,1,Class-IL,0.0
relu_0.1_ghada_adam,4,1,Task-IL,50.0
relu_0.1_ghada_adam,4,2,Class-IL,0.0
relu_0.1_ghada_adam,4,2,Task-IL,50.0
relu_0.1_ghada_adam,4,3,Class-IL,97.85000000000001
relu_0.1_ghada_adam,4,3,Task-IL,97.85000000000001
relu_0.1_ghada_adam,4,avg,Class-IL,24.46
relu_0.1_ghada_adam,4,avg,Task-IL,61.66
relu_0.1_ghada_adam,5,0,Class-IL,0.0
relu_0.1_ghada_adam,5,0,Task-IL,50.0
relu_0.1_ghada_adam,5,1,Class-IL,0.0
relu_0.1_ghada_adam,5,1,Task-IL,49.95
relu_0.1_ghada_adam,5,2,Class-IL,0.0
relu_0.1_ghada_adam,5,2,Task-IL,52.7
relu_0.1_ghada_adam,5,3,Class-IL,32.35
relu_0.1_ghada_adam,5,3,Task-IL,50.0
relu_0.1_ghada_adam,5,4,Class-IL,44.75
relu_0.1_ghada_adam,5,4,Task-IL,87.4
relu_0.1_ghada_adam,5,avg,Class-IL,15.42
relu_0.1_ghada_adam,5,avg,Task-IL,58.01
relu_0.1_ours_sgd,1,0,Class-IL,97.25
relu_0.1_ours_sgd,1,0,Task-IL,97.25
relu_0.1_ours_sgd,1,avg,Class-IL,97.25
relu_0.1_ours_sgd,1,avg,Task-IL,97.25
relu_0.1_ours_sgd,2,0,Class-IL,0.0
relu_0.1_ours_sgd,2,0,Task-IL,70.19999999999999
relu_0.1_ours_sgd,2,1,Class-IL,87.4
relu_0.1_ours_sgd,2,1,Task-IL,87.4
relu_0.1_ours_sgd,2,avg,Class-IL,43.7
relu_0.1_ours_sgd,2,avg,Task-IL,78.8
relu_0.1_ours_sgd,3,0,Class-IL,0.0
relu_0.1_ours_sgd,3,0,Task-IL,69.6
relu_0.1_ours_sgd,3,1,Class-IL,0.0
relu_0.1_ours_sgd,3,1,Task-IL,69.0
relu_0.1_ours_sgd,3,2,Class-IL,94.0
relu_0.1_ours_sgd,3,2,Task-IL,94.0
relu_0.1_ours_sgd,3,avg,Class-IL,31.33
relu_0.1_ours_sgd,3,avg,Task-IL,77.53
relu_0.1_ours_sgd,4,0,Class-IL,0.0
relu_0.1_ours_sgd,4,0,Task-IL,59.650000000000006
relu_0.1_ours_sgd,4,1,Class-IL,0.0
relu_0.1_ours_sgd,4,1,Task-IL,57.3
relu_0.1_ours_sgd,4,2,Class-IL,0.0
relu_0.1_ours_sgd,4,2,Task-IL,73.3
relu_0.1_ours_sgd,4,3,Class-IL,97.7
relu_0.1_ours_sgd,4,3,Task-IL,97.7
relu_0.1_ours_sgd,4,avg,Class-IL,24.42
relu_0.1_ours_sgd,4,avg,Task-IL,71.99
relu_0.1_ours_sgd,5,0,Class-IL,0.0
relu_0.1_ours_sgd,5,0,Task-IL,67.15
relu_0.1_ours_sgd,5,1,Class-IL,0.0
relu_0.1_ours_sgd,5,1,Task-IL,55.60000000000001
relu_0.1_ours_sgd,5,2,Class-IL,0.0
relu_0.1_ours_sgd,5,2,Task-IL,48.15
relu_0.1_ours_sgd,5,3,Class-IL,0.0
relu_0.1_ours_sgd,5,3,Task-IL,66.55
relu_0.1_ours_sgd,5,4,Class-IL,85.75
relu_0.1_ours_sgd,5,4,Task-IL,85.75
relu_0.1_ours_sgd,5,avg,Class-IL,17.15
relu_0.1_ours_sgd,5,avg,Task-IL,64.64
relu_0.2_ours_adam,1,0,Class-IL,96.89999999999999
relu_0.2_ours_adam,1,0,Task-IL,96.89999999999999
relu_0.2_ours_adam,1,avg,Class-IL,96.9
relu_0.2_ours_adam,1,avg,Task-IL,96.9
relu_0.2_ours_adam,2,0,Class-IL,0.0
relu_0.2_ours_adam,2,0,Task-IL,50.8
relu_0.2_ours_adam,2,1,Class-IL,78.9
relu_0.2_ours_adam,2,1,Task-IL,78.9
relu_0.2_ours_adam,2,avg,Class-IL,39.45
relu_0.2_ours_adam,2,avg,Task-IL,64.85
relu_0.2_ours_adam,3,0,Class-IL,0.0
relu_0.2_ours_adam,3,0,Task-IL,43.75
relu_0.2_ours_adam,3,1,Class-IL,8.5
relu_0.2_ours_adam,3,1,Task-IL,50.0
relu_0.2_ours_adam,3,2,Class-IL,94.45
relu_0.2_ours_adam,3,2,Task-IL,95.35
relu_0.2_ours_adam,3,avg,Class-IL,34.32
relu_0.2_ours_adam,3,avg,Task-IL,63.03
relu_0.2_ours_adam,4,0,Class-IL,0.0
relu_0.2_ours_adam,4,0,Task-IL,62.7
relu_0.2_ours_adam,4,1,Class-IL,0.0
relu_0.2_ours_adam,4,1,Task-IL,50.1
relu_0.2_ours_adam,4,2,Class-IL,0.0
relu_0.2_ours_adam,4,2,Task-IL,49.05
relu_0.2_ours_adam,4,3,Class-IL,98.35000000000001
relu_0.2_ours_adam,4,3,Task-IL,98.35000000000001
relu_0.2_ours_adam,4,avg,Class-IL,24.59
relu_0.2_ours_adam,4,avg,Task-IL,65.05
relu_0.2_ours_adam,5,0,Class-IL,0.0
relu_0.2_ours_adam,5,0,Task-IL,32.05
relu_0.2_ours_adam,5,1,Class-IL,0.0
relu_0.2_ours_adam,5,1,Task-IL,50.0
relu_0.2_ours_adam,5,2,Class-IL,0.0
relu_0.2_ours_adam,5,2,Task-IL,50.0
relu_0.2_ours_adam,5,3,Class-IL,0.0
relu_0.2_ours_adam,5,3,Task-IL,54.449999999999996
relu_0.2_ours_adam,5,4,Class-IL,93.8
relu_0.2_ours_adam,5,4,Task-IL,93.8
relu_0.2_ours_adam,5,avg,Class-IL,18.76
relu_0.2_ours_adam,5,avg,Task-IL,56.06
relu_0.3_ghada_adam,1,0,Class-IL,96.89999999999999
relu_0.3_ghada_adam,1,0,Task-IL,96.89999999999999
relu_0.3_ghada_adam,1,avg,Class-IL,96.9
relu_0.3_ghada_adam,1,avg,Task-IL,96.9
relu_0.3_ghada_adam,2,0,Class-IL,0.0
