model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_method2_sgd,1,0,Class-IL,97.1
relu_0.1_method2_sgd,1,0,Task-IL,97.1
relu_0.1_method2_sgd,1,avg,Class-IL,97.1
relu_0.1_method2_sgd,1,avg,Task-IL,97.1
relu_0.1_method2_sgd,2,0,Class-IL,0.0
relu_0.1_method2_sgd,2,0,Task-IL,70.1
relu_0.1_method2_sgd,2,1,Class-IL,85.55
relu_0.1_method2_sgd,2,1,Task-IL,85.55
relu_0.1_method2_sgd,2,avg,Class-IL,42.78
relu_0.1_method2_sgd,2,avg,Task-IL,77.82
relu_0.1_method2_sgd,3,0,Class-IL,0.0
relu_0.1_method2_sgd,3,0,Task-IL,79.45
relu_0.1_method2_sgd,3,1,Class-IL,0.0
relu_0.1_method2_sgd,3,1,Task-IL,69.05
relu_0.1_method2_sgd,3,2,Class-IL,93.30000000000001
relu_0.1_method2_sgd,3,2,Task-IL,93.30000000000001
relu_0.1_method2_sgd,3,avg,Class-IL,31.1
relu_0.1_method2_sgd,3,avg,Task-IL,80.6
relu_0.1_method2_sgd,4,0,Class-IL,0.0
relu_0.1_method2_sgd,4,0,Task-IL,49.05
relu_0.1_method2_sgd,4,1,Class-IL,0.0
relu_0.1_method2_sgd,4,1,Task-IL,52.849999999999994
relu_0.1_method2_sgd,4,2,Class-IL,0.0
relu_0.1_method2_sgd,4,2,Task-IL,61.1
relu_0.1_method2_sgd,4,3,Class-IL,96.65
relu_0.1_method2_sgd,4,3,Task-IL,96.65
relu_0.1_method2_sgd,4,avg,Class-IL,24.16
relu_0.1_method2_sgd,4,avg,Task-IL,64.91
relu_0.1_method2_sgd,5,0,Class-IL,0.0
relu_0.1_method2_sgd,5,0,Task-IL,75.14999999999999
relu_0.1_method2_sgd,5,1,Class-IL,0.0
relu_0.1_method2_sgd,5,1,Task-IL,59.5
relu_0.1_method2_sgd,5,2,Class-IL,0.0
relu_0.1_method2_sgd,5,2,Task-IL,56.8
relu_0.1_method2_sgd,5,3,Class-IL,0.0
relu_0.1_method2_sgd,5,3,Task-IL,65.9
relu_0.1_method2_sgd,5,4,Class-IL,96.8
relu_0.1_method2_sgd,5,4,Task-IL,96.8
