model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_method1_sgd,1,0,Class-IL,97.1
relu_0.1_method1_sgd,1,0,Task-IL,97.1
relu_0.1_method1_sgd,1,avg,Class-IL,97.1
relu_0.1_method1_sgd,1,avg,Task-IL,97.1
relu_0.1_method1_sgd,2,0,Class-IL,0.0
relu_0.1_method1_sgd,2,0,Task-IL,47.55
relu_0.1_method1_sgd,2,1,Class-IL,79.85
relu_0.1_method1_sgd,2,1,Task-IL,79.85
relu_0.1_method1_sgd,2,avg,Class-IL,39.92
relu_0.1_method1_sgd,2,avg,Task-IL,63.7
relu_0.1_method1_sgd,3,0,Class-IL,0.0
relu_0.1_method1_sgd,3,0,Task-IL,70.0
relu_0.1_method1_sgd,3,1,Class-IL,0.0
relu_0.1_method1_sgd,3,1,Task-IL,49.75
relu_0.1_method1_sgd,3,2,Class-IL,91.75
relu_0.1_method1_sgd,3,2,Task-IL,91.75
relu_0.1_method1_sgd,3,avg,Class-IL,30.58
relu_0.1_method1_sgd,3,avg,Task-IL,70.5
relu_0.1_method1_sgd,4,0,Class-IL,0.0
relu_0.1_method1_sgd,4,0,Task-IL,53.1
relu_0.1_method1_sgd,4,1,Class-IL,0.0
relu_0.1_method1_sgd,4,1,Task-IL,52.1
relu_0.1_method1_sgd,4,2,Class-IL,0.0
relu_0.1_method1_sgd,4,2,Task-IL,48.75
relu_0.1_method1_sgd,4,3,Class-IL,97.75
relu_0.1_method1_sgd,4,3,Task-IL,97.75
relu_0.1_method1_sgd,4,avg,Class-IL,24.44
relu_0.1_method1_sgd,4,avg,Task-IL,62.92
relu_0.1_method1_sgd,5,0,Class-IL,0.0
relu_0.1_method1_sgd,5,0,Task-IL,34.0
relu_0.1_method1_sgd,5,1,Class-IL,0.0
relu_0.1_method1_sgd,5,1,Task-IL,46.1
relu_0.1_method1_sgd,5,2,Class-IL,0.0
relu_0.1_method1_sgd,5,2,Task-IL,53.65
relu_0.1_method1_sgd,5,3,Class-IL,0.0
relu_0.1_method1_sgd,5,3,Task-IL,60.9
relu_0.1_method1_sgd,5,4,Class-IL,96.7
relu_0.1_method1_sgd,5,4,Task-IL,96.7
relu_0.1_method1_sgd,5,avg,Class-IL,19.34
relu_0.1_method1_sgd,5,avg,Task-IL,58.27
relu_0.1_method2_sgd,1,0,Class-IL,97.1
relu_0.1_method2_sgd,1,0,Task-IL,97.1
relu_0.1_method2_sgd,1,avg,Class-IL,97.1
relu_0.1_method2_sgd,1,avg,Task-IL,97.1
relu_0.1_method2_sgd,2,0,Class-IL,0.0
relu_0.1_method2_sgd,2,0,Task-IL,47.55
relu_0.1_method2_sgd,2,1,Class-IL,79.85
relu_0.1_method2_sgd,2,1,Task-IL,79.85
relu_0.1_method2_sgd,2,avg,Class-IL,39.92
relu_0.1_method2_sgd,2,avg,Task-IL,63.7
relu_0.1_method2_sgd,3,0,Class-IL,0.0
relu_0.1_method2_sgd,3,0,Task-IL,70.0
relu_0.1_method2_sgd,3,1,Class-IL,0.0
relu_0.1_method2_sgd,3,1,Task-IL,49.75
relu_0.1_method2_sgd,3,2,Class-IL,91.75
relu_0.1_method2_sgd,3,2,Task-IL,91.75
relu_0.1_method2_sgd,3,avg,Class-IL,30.58
relu_0.1_method2_sgd,3,avg,Task-IL,70.5
relu_0.1_method2_sgd,4,0,Class-IL,0.0
relu_0.1_method2_sgd,4,0,Task-IL,53.1
relu_0.1_method2_sgd,4,1,Class-IL,0.0
relu_0.1_method2_sgd,4,1,Task-IL,52.1
relu_0.1_method2_sgd,4,2,Class-IL,0.0
relu_0.1_method2_sgd,4,2,Task-IL,48.75
relu_0.1_method2_sgd,4,3,Class-IL,97.75
relu_0.1_method2_sgd,4,3,Task-IL,97.75
relu_0.1_method2_sgd,4,avg,Class-IL,24.44
relu_0.1_method2_sgd,4,avg,Task-IL,62.92
relu_0.1_method2_sgd,5,0,Class-IL,0.0
relu_0.1_method2_sgd,5,0,Task-IL,32.2
relu_0.1_method2_sgd,5,1,Class-IL,0.0
relu_0.1_method2_sgd,5,1,Task-IL,46.35
relu_0.1_method2_sgd,5,2,Class-IL,0.0
relu_0.1_method2_sgd,5,2,Task-IL,53.1
relu_0.1_method2_sgd,5,3,Class-IL,0.0
relu_0.1_method2_sgd,5,3,Task-IL,65.60000000000001
relu_0.1_method2_sgd,5,4,Class-IL,96.6
relu_0.1_method2_sgd,5,4,Task-IL,96.6
relu_0.1_method2_sgd,5,avg,Class-IL,19.32
relu_0.1_method2_sgd,5,avg,Task-IL,58.77
relu_0.05_method2_sgd,1,0,Class-IL,97.1
relu_0.05_method2_sgd,1,0,Task-IL,97.1
relu_0.05_method2_sgd,1,avg,Class-IL,97.1
relu_0.05_method2_sgd,1,avg,Task-IL,97.1
relu_0.05_method2_sgd,2,0,Class-IL,0.0
relu_0.05_method2_sgd,2,0,Task-IL,43.75
relu_0.05_method2_sgd,2,1,Class-IL,84.5
relu_0.05_method2_sgd,2,1,Task-IL,84.5
relu_0.05_method2_sgd,2,avg,Class-IL,42.25
relu_0.05_method2_sgd,2,avg,Task-IL,64.12
relu_0.05_method2_sgd,3,0,Class-IL,0.0
relu_0.05_method2_sgd,3,0,Task-IL,66.64999999999999
relu_0.05_method2_sgd,3,1,Class-IL,0.0
relu_0.05_method2_sgd,3,1,Task-IL,36.8
relu_0.05_method2_sgd,3,2,Class-IL,92.80000000000001
relu_0.05_method2_sgd,3,2,Task-IL,92.80000000000001
relu_0.05_method2_sgd,3,avg,Class-IL,30.93
relu_0.05_method2_sgd,3,avg,Task-IL,65.42
relu_0.05_method2_sgd,4,0,Class-IL,0.0
relu_0.05_method2_sgd,4,0,Task-IL,44.75
relu_0.05_method2_sgd,4,1,Class-IL,0.0
relu_0.05_method2_sgd,4,1,Task-IL,53.1
relu_0.05_method2_sgd,4,2,Class-IL,0.0
relu_0.05_method2_sgd,4,2,Task-IL,54.800000000000004
relu_0.05_method2_sgd,4,3,Class-IL,97.05
relu_0.05_method2_sgd,4,3,Task-IL,97.05
relu_0.05_method2_sgd,4,avg,Class-IL,24.26
relu_0.05_method2_sgd,4,avg,Task-IL,62.42
relu_0.05_method2_sgd,5,0,Class-IL,0.0
relu_0.05_method2_sgd,5,0,Task-IL,71.15
relu_0.05_method2_sgd,5,1,Class-IL,0.0
relu_0.05_method2_sgd,5,1,Task-IL,47.9
