model,num_tasks_seen,task,metric_type,accuracy
relu_0.05_method1_adam,1,0,Class-IL,96.85000000000001
relu_0.05_method1_adam,1,0,Task-IL,96.85000000000001
relu_0.05_method1_adam,1,avg,Class-IL,96.85
relu_0.05_method1_adam,1,avg,Task-IL,96.85
relu_0.05_method1_adam,2,0,Class-IL,0.0
relu_0.05_method1_adam,2,0,Task-IL,53.300000000000004
relu_0.05_method1_adam,2,1,Class-IL,89.1
relu_0.05_method1_adam,2,1,Task-IL,89.1
relu_0.05_method1_adam,2,avg,Class-IL,44.55
relu_0.05_method1_adam,2,avg,Task-IL,71.2
relu_0.05_method1_adam,3,0,Class-IL,0.0
relu_0.05_method1_adam,3,0,Task-IL,62.3
relu_0.05_method1_adam,3,1,Class-IL,0.5499999999999999
relu_0.05_method1_adam,3,1,Task-IL,50.0
relu_0.05_method1_adam,3,2,Class-IL,67.4
relu_0.05_method1_adam,3,2,Task-IL,68.89999999999999
relu_0.05_method1_adam,3,avg,Class-IL,22.65
relu_0.05_method1_adam,3,avg,Task-IL,60.4
relu_0.05_method1_adam,4,0,Class-IL,0.0
relu_0.05_method1_adam,4,0,Task-IL,49.1
relu_0.05_method1_adam,4,1,Class-IL,0.0
relu_0.05_method1_adam,4,1,Task-IL,49.9
relu_0.05_method1_adam,4,2,Class-IL,0.0
relu_0.05_method1_adam,4,2,Task-IL,44.3
relu_0.05_method1_adam,4,3,Class-IL,97.75
relu_0.05_method1_adam,4,3,Task-IL,97.75
relu_0.05_method1_adam,4,avg,Class-IL,24.44
relu_0.05_method1_adam,4,avg,Task-IL,60.26
relu_0.05_method1_adam,5,0,Class-IL,0.0
relu_0.05_method1_adam,5,0,Task-IL,55.60000000000001
relu_0.05_method1_adam,5,1,Class-IL,0.0
relu_0.05_method1_adam,5,1,Task-IL,52.900000000000006
relu_0.05_method1_adam,5,2,Class-IL,0.0
relu_0.05_method1_adam,5,2,Task-IL,50.0
relu_0.05_method1_adam,5,3,Class-IL,0.0
relu_0.05_method1_adam,5,3,Task-IL,60.099999999999994
relu_0.05_method1_adam,5,4,Class-IL,86.45
relu_0.05_method1_adam,5,4,Task-IL,86.45
relu_0.05_method1_adam,5,avg,Class-IL,17.29
relu_0.05_method1_adam,5,avg,Task-IL,61.01
relu_0.025_method2_adam,1,0,Class-IL,96.85000000000001
relu_0.025_method2_adam,1,0,Task-IL,96.85000000000001
relu_0.025_method2_adam,1,avg,Class-IL,96.85
relu_0.025_method2_adam,1,avg,Task-IL,96.85
relu_0.025_method2_adam,2,0,Class-IL,0.0
relu_0.025_method2_adam,2,0,Task-IL,68.25
relu_0.025_method2_adam,2,1,Class-IL,86.25
relu_0.025_method2_adam,2,1,Task-IL,86.25
relu_0.025_method2_adam,2,avg,Class-IL,43.12
relu_0.025_method2_adam,2,avg,Task-IL,77.25
relu_0.025_method2_adam,3,0,Class-IL,0.0
relu_0.025_method2_adam,3,0,Task-IL,58.650000000000006
relu_0.025_method2_adam,3,1,Class-IL,0.0
relu_0.025_method2_adam,3,1,Task-IL,50.0
relu_0.025_method2_adam,3,2,Class-IL,93.30000000000001
relu_0.025_method2_adam,3,2,Task-IL,93.35
relu_0.025_method2_adam,3,avg,Class-IL,31.1
relu_0.025_method2_adam,3,avg,Task-IL,67.33
relu_0.025_method2_adam,4,0,Class-IL,0.0
relu_0.025_method2_adam,4,0,Task-IL,57.05
relu_0.025_method2_adam,4,1,Class-IL,0.0
relu_0.025_method2_adam,4,1,Task-IL,50.64999999999999
relu_0.025_method2_adam,4,2,Class-IL,0.0
relu_0.025_method2_adam,4,2,Task-IL,47.4
relu_0.025_method2_adam,4,3,Class-IL,92.25
relu_0.025_method2_adam,4,3,Task-IL,92.25
