model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_method1_sgd,1,0,Class-IL,97.25
relu_0.1_method1_sgd,1,0,Task-IL,97.25
relu_0.1_method1_sgd,1,avg,Class-IL,97.25
relu_0.1_method1_sgd,1,avg,Task-IL,97.25
relu_0.1_method1_sgd,2,0,Class-IL,0.0
relu_0.1_method1_sgd,2,0,Task-IL,70.0
relu_0.1_method1_sgd,2,1,Class-IL,86.95
relu_0.1_method1_sgd,2,1,Task-IL,86.95
relu_0.1_method1_sgd,2,avg,Class-IL,43.48
relu_0.1_method1_sgd,2,avg,Task-IL,78.47
relu_0.1_method1_sgd,3,0,Class-IL,0.0
relu_0.1_method1_sgd,3,0,Task-IL,58.45
relu_0.1_method1_sgd,3,1,Class-IL,0.0
relu_0.1_method1_sgd,3,1,Task-IL,70.19999999999999
relu_0.1_method1_sgd,3,2,Class-IL,93.85
relu_0.1_method1_sgd,3,2,Task-IL,93.85
relu_0.1_method1_sgd,3,avg,Class-IL,31.28
relu_0.1_method1_sgd,3,avg,Task-IL,74.17
relu_0.1_method1_sgd,4,0,Class-IL,0.0
relu_0.1_method1_sgd,4,0,Task-IL,60.3
relu_0.1_method1_sgd,4,1,Class-IL,0.0
relu_0.1_method1_sgd,4,1,Task-IL,54.75
relu_0.1_method1_sgd,4,2,Class-IL,0.0
relu_0.1_method1_sgd,4,2,Task-IL,51.24999999999999
relu_0.1_method1_sgd,4,3,Class-IL,95.89999999999999
relu_0.1_method1_sgd,4,3,Task-IL,95.89999999999999
relu_0.1_method1_sgd,4,avg,Class-IL,23.98
relu_0.1_method1_sgd,4,avg,Task-IL,65.55
relu_0.1_method1_sgd,5,0,Class-IL,0.0
relu_0.1_method1_sgd,5,0,Task-IL,78.3
relu_0.1_method1_sgd,5,1,Class-IL,0.0
relu_0.1_method1_sgd,5,1,Task-IL,63.2
relu_0.1_method1_sgd,5,2,Class-IL,0.0
relu_0.1_method1_sgd,5,2,Task-IL,56.2
relu_0.1_method1_sgd,5,3,Class-IL,0.0
relu_0.1_method1_sgd,5,3,Task-IL,43.25
relu_0.1_method1_sgd,5,4,Class-IL,98.1
relu_0.1_method1_sgd,5,4,Task-IL,98.1
relu_0.1_method1_sgd,5,avg,Class-IL,19.62
relu_0.1_method1_sgd,5,avg,Task-IL,67.81
relu_0.3_method1_sgd,1,0,Class-IL,97.25
relu_0.3_method1_sgd,1,0,Task-IL,97.25
relu_0.3_method1_sgd,1,avg,Class-IL,97.25
relu_0.3_method1_sgd,1,avg,Task-IL,97.25
relu_0.3_method1_sgd,2,0,Class-IL,0.0
relu_0.3_method1_sgd,2,0,Task-IL,68.45
relu_0.3_method1_sgd,2,1,Class-IL,87.1
relu_0.3_method1_sgd,2,1,Task-IL,87.1
relu_0.3_method1_sgd,2,avg,Class-IL,43.55
relu_0.3_method1_sgd,2,avg,Task-IL,77.78
relu_0.3_method1_sgd,3,0,Class-IL,0.0
relu_0.3_method1_sgd,3,0,Task-IL,35.55
relu_0.3_method1_sgd,3,1,Class-IL,0.0
relu_0.3_method1_sgd,3,1,Task-IL,58.099999999999994
relu_0.3_method1_sgd,3,2,Class-IL,93.0
relu_0.3_method1_sgd,3,2,Task-IL,93.0
relu_0.3_method1_sgd,3,avg,Class-IL,31.0
relu_0.3_method1_sgd,3,avg,Task-IL,62.22
