model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_method2_sgd,1,0,Class-IL,97.1
relu_0.1_method2_sgd,1,0,Task-IL,97.1
relu_0.1_method2_sgd,1,avg,Class-IL,97.1
relu_0.1_method2_sgd,1,avg,Task-IL,97.1
relu_0.1_method2_sgd,2,0,Class-IL,0.0
relu_0.1_method2_sgd,2,0,Task-IL,70.25
relu_0.1_method2_sgd,2,1,Class-IL,85.75
relu_0.1_method2_sgd,2,1,Task-IL,85.75
relu_0.1_method2_sgd,2,avg,Class-IL,42.88
relu_0.1_method2_sgd,2,avg,Task-IL,78.0
relu_0.1_method2_sgd,3,0,Class-IL,0.0
relu_0.1_method2_sgd,3,0,Task-IL,73.5
relu_0.1_method2_sgd,3,1,Class-IL,0.0
relu_0.1_method2_sgd,3,1,Task-IL,67.75
relu_0.1_method2_sgd,3,2,Class-IL,93.45
relu_0.1_method2_sgd,3,2,Task-IL,93.45
relu_0.1_method2_sgd,3,avg,Class-IL,31.15
relu_0.1_method2_sgd,3,avg,Task-IL,78.23
relu_0.1_method2_sgd,4,0,Class-IL,0.0
relu_0.1_method2_sgd,4,0,Task-IL,48.1
relu_0.1_method2_sgd,4,1,Class-IL,0.0
relu_0.1_method2_sgd,4,1,Task-IL,52.349999999999994
relu_0.1_method2_sgd,4,2,Class-IL,0.0
relu_0.1_method2_sgd,4,2,Task-IL,45.7
relu_0.1_method2_sgd,4,3,Class-IL,97.0
relu_0.1_method2_sgd,4,3,Task-IL,97.0
relu_0.1_method2_sgd,4,avg,Class-IL,24.25
relu_0.1_method2_sgd,4,avg,Task-IL,60.79
relu_0.1_method2_sgd,5,0,Class-IL,0.0
relu_0.1_method2_sgd,5,0,Task-IL,68.89999999999999
relu_0.1_method2_sgd,5,1,Class-IL,0.0
relu_0.1_method2_sgd,5,1,Task-IL,56.05
relu_0.1_method2_sgd,5,2,Class-IL,0.0
relu_0.1_method2_sgd,5,2,Task-IL,52.949999999999996
relu_0.1_method2_sgd,5,3,Class-IL,0.0
relu_0.1_method2_sgd,5,3,Task-IL,78.05
relu_0.1_method2_sgd,5,4,Class-IL,97.7
relu_0.1_method2_sgd,5,4,Task-IL,97.7
