task,layer,inactive_count,epoch,model
1,conv1,0,0,relu_0.3_ours_adam
1,layer1,0,0,relu_0.3_ours_adam
1,layer2,0,0,relu_0.3_ours_adam
1,layer3,0,0,relu_0.3_ours_adam
1,layer4,0,0,relu_0.3_ours_adam
1,conv1,0,1,relu_0.3_ours_adam
1,layer1,0,1,relu_0.3_ours_adam
1,layer2,0,1,relu_0.3_ours_adam
1,layer3,0,1,relu_0.3_ours_adam
1,layer4,0,1,relu_0.3_ours_adam
1,conv1,1,2,relu_0.3_ours_adam
1,layer1,0,2,relu_0.3_ours_adam
1,layer2,0,2,relu_0.3_ours_adam
1,layer3,0,2,relu_0.3_ours_adam
1,layer4,0,2,relu_0.3_ours_adam
2,conv1,1,0,relu_0.3_ours_adam
2,layer1,0,0,relu_0.3_ours_adam
2,layer2,0,0,relu_0.3_ours_adam
2,layer3,0,0,relu_0.3_ours_adam
2,layer4,1,0,relu_0.3_ours_adam
2,conv1,2,1,relu_0.3_ours_adam
2,layer1,0,1,relu_0.3_ours_adam
2,layer2,0,1,relu_0.3_ours_adam
2,layer3,0,1,relu_0.3_ours_adam
2,layer4,0,1,relu_0.3_ours_adam
2,conv1,2,2,relu_0.3_ours_adam
2,layer1,0,2,relu_0.3_ours_adam
2,layer2,0,2,relu_0.3_ours_adam
2,layer3,0,2,relu_0.3_ours_adam
2,layer4,1,2,relu_0.3_ours_adam
3,conv1,3,0,relu_0.3_ours_adam
3,layer1,0,0,relu_0.3_ours_adam
3,layer2,0,0,relu_0.3_ours_adam
3,layer3,0,0,relu_0.3_ours_adam
3,layer4,28,0,relu_0.3_ours_adam
3,conv1,4,1,relu_0.3_ours_adam
3,layer1,0,1,relu_0.3_ours_adam
3,layer2,0,1,relu_0.3_ours_adam
3,layer3,0,1,relu_0.3_ours_adam
3,layer4,29,1,relu_0.3_ours_adam
3,conv1,3,2,relu_0.3_ours_adam
3,layer1,0,2,relu_0.3_ours_adam
3,layer2,0,2,relu_0.3_ours_adam
3,layer3,0,2,relu_0.3_ours_adam
3,layer4,18,2,relu_0.3_ours_adam
4,conv1,3,0,relu_0.3_ours_adam
4,layer1,0,0,relu_0.3_ours_adam
4,layer2,0,0,relu_0.3_ours_adam
4,layer3,0,0,relu_0.3_ours_adam
4,layer4,69,0,relu_0.3_ours_adam
4,conv1,3,1,relu_0.3_ours_adam
4,layer1,0,1,relu_0.3_ours_adam
4,layer2,0,1,relu_0.3_ours_adam
4,layer3,0,1,relu_0.3_ours_adam
4,layer4,50,1,relu_0.3_ours_adam
4,conv1,3,2,relu_0.3_ours_adam
4,layer1,0,2,relu_0.3_ours_adam
4,layer2,0,2,relu_0.3_ours_adam
4,layer3,0,2,relu_0.3_ours_adam
4,layer4,37,2,relu_0.3_ours_adam
5,conv1,5,0,relu_0.3_ours_adam
5,layer1,0,0,relu_0.3_ours_adam
5,layer2,0,0,relu_0.3_ours_adam
5,layer3,0,0,relu_0.3_ours_adam
5,layer4,122,0,relu_0.3_ours_adam
5,conv1,4,1,relu_0.3_ours_adam
5,layer1,0,1,relu_0.3_ours_adam
5,layer2,0,1,relu_0.3_ours_adam
5,layer3,1,1,relu_0.3_ours_adam
5,layer4,98,1,relu_0.3_ours_adam
5,conv1,4,2,relu_0.3_ours_adam
5,layer1,0,2,relu_0.3_ours_adam
5,layer2,0,2,relu_0.3_ours_adam
5,layer3,0,2,relu_0.3_ours_adam
5,layer4,90,2,relu_0.3_ours_adam
1,conv1,0,0,leaky_relu_0.2_ours_adam
1,layer1,0,0,leaky_relu_0.2_ours_adam
1,layer2,0,0,leaky_relu_0.2_ours_adam
1,layer3,0,0,leaky_relu_0.2_ours_adam
1,layer4,0,0,leaky_relu_0.2_ours_adam
1,conv1,0,1,leaky_relu_0.2_ours_adam
1,layer1,0,1,leaky_relu_0.2_ours_adam
1,layer2,0,1,leaky_relu_0.2_ours_adam
1,layer3,0,1,leaky_relu_0.2_ours_adam
1,layer4,0,1,leaky_relu_0.2_ours_adam
1,conv1,0,2,leaky_relu_0.2_ours_adam
1,layer1,0,2,leaky_relu_0.2_ours_adam
1,layer2,0,2,leaky_relu_0.2_ours_adam
1,layer3,0,2,leaky_relu_0.2_ours_adam
1,layer4,0,2,leaky_relu_0.2_ours_adam
2,conv1,0,0,leaky_relu_0.2_ours_adam
2,layer1,0,0,leaky_relu_0.2_ours_adam
2,layer2,0,0,leaky_relu_0.2_ours_adam
2,layer3,0,0,leaky_relu_0.2_ours_adam
2,layer4,0,0,leaky_relu_0.2_ours_adam
2,conv1,0,1,leaky_relu_0.2_ours_adam
2,layer1,0,1,leaky_relu_0.2_ours_adam
2,layer2,0,1,leaky_relu_0.2_ours_adam
2,layer3,0,1,leaky_relu_0.2_ours_adam
2,layer4,0,1,leaky_relu_0.2_ours_adam
2,conv1,0,2,leaky_relu_0.2_ours_adam
2,layer1,0,2,leaky_relu_0.2_ours_adam
2,layer2,0,2,leaky_relu_0.2_ours_adam
2,layer3,0,2,leaky_relu_0.2_ours_adam
2,layer4,0,2,leaky_relu_0.2_ours_adam
3,conv1,0,0,leaky_relu_0.2_ours_adam
3,layer1,0,0,leaky_relu_0.2_ours_adam
3,layer2,0,0,leaky_relu_0.2_ours_adam
3,layer3,0,0,leaky_relu_0.2_ours_adam
3,layer4,5,0,leaky_relu_0.2_ours_adam
3,conv1,0,1,leaky_relu_0.2_ours_adam
3,layer1,0,1,leaky_relu_0.2_ours_adam
3,layer2,0,1,leaky_relu_0.2_ours_adam
3,layer3,0,1,leaky_relu_0.2_ours_adam
3,layer4,2,1,leaky_relu_0.2_ours_adam
3,conv1,0,2,leaky_relu_0.2_ours_adam
3,layer1,0,2,leaky_relu_0.2_ours_adam
3,layer2,0,2,leaky_relu_0.2_ours_adam
3,layer3,0,2,leaky_relu_0.2_ours_adam
3,layer4,3,2,leaky_relu_0.2_ours_adam
4,conv1,0,0,leaky_relu_0.2_ours_adam
4,layer1,0,0,leaky_relu_0.2_ours_adam
4,layer2,0,0,leaky_relu_0.2_ours_adam
4,layer3,0,0,leaky_relu_0.2_ours_adam
4,layer4,45,0,leaky_relu_0.2_ours_adam
4,conv1,0,1,leaky_relu_0.2_ours_adam
4,layer1,0,1,leaky_relu_0.2_ours_adam
4,layer2,0,1,leaky_relu_0.2_ours_adam
4,layer3,0,1,leaky_relu_0.2_ours_adam
4,layer4,36,1,leaky_relu_0.2_ours_adam
4,conv1,0,2,leaky_relu_0.2_ours_adam
4,layer1,0,2,leaky_relu_0.2_ours_adam
4,layer2,0,2,leaky_relu_0.2_ours_adam
4,layer3,0,2,leaky_relu_0.2_ours_adam
4,layer4,25,2,leaky_relu_0.2_ours_adam
5,conv1,0,0,leaky_relu_0.2_ours_adam
5,layer1,0,0,leaky_relu_0.2_ours_adam
5,layer2,0,0,leaky_relu_0.2_ours_adam
5,layer3,0,0,leaky_relu_0.2_ours_adam
5,layer4,107,0,leaky_relu_0.2_ours_adam
5,conv1,0,1,leaky_relu_0.2_ours_adam
5,layer1,0,1,leaky_relu_0.2_ours_adam
5,layer2,0,1,leaky_relu_0.2_ours_adam
5,layer3,0,1,leaky_relu_0.2_ours_adam
5,layer4,98,1,leaky_relu_0.2_ours_adam
5,conv1,0,2,leaky_relu_0.2_ours_adam
5,layer1,0,2,leaky_relu_0.2_ours_adam
5,layer2,0,2,leaky_relu_0.2_ours_adam
5,layer3,0,2,leaky_relu_0.2_ours_adam
5,layer4,90,2,leaky_relu_0.2_ours_adam
1,conv1,2,0,leaky_relu_0.3_ours_sgd
1,layer1,0,0,leaky_relu_0.3_ours_sgd
1,layer2,0,0,leaky_relu_0.3_ours_sgd
1,layer3,0,0,leaky_relu_0.3_ours_sgd
1,layer4,0,0,leaky_relu_0.3_ours_sgd
1,conv1,1,1,leaky_relu_0.3_ours_sgd
1,layer1,0,1,leaky_relu_0.3_ours_sgd
1,layer2,0,1,leaky_relu_0.3_ours_sgd
1,layer3,0,1,leaky_relu_0.3_ours_sgd
1,layer4,0,1,leaky_relu_0.3_ours_sgd
1,conv1,1,2,leaky_relu_0.3_ours_sgd
1,layer1,0,2,leaky_relu_0.3_ours_sgd
1,layer2,0,2,leaky_relu_0.3_ours_sgd
1,layer3,0,2,leaky_relu_0.3_ours_sgd
1,layer4,0,2,leaky_relu_0.3_ours_sgd
2,conv1,2,0,leaky_relu_0.3_ours_sgd
2,layer1,0,0,leaky_relu_0.3_ours_sgd
2,layer2,0,0,leaky_relu_0.3_ours_sgd
2,layer3,0,0,leaky_relu_0.3_ours_sgd
2,layer4,32,0,leaky_relu_0.3_ours_sgd
2,conv1,3,1,leaky_relu_0.3_ours_sgd
2,layer1,0,1,leaky_relu_0.3_ours_sgd
2,layer2,0,1,leaky_relu_0.3_ours_sgd
2,layer3,0,1,leaky_relu_0.3_ours_sgd
2,layer4,31,1,leaky_relu_0.3_ours_sgd
2,conv1,2,2,leaky_relu_0.3_ours_sgd
2,layer1,0,2,leaky_relu_0.3_ours_sgd
2,layer2,0,2,leaky_relu_0.3_ours_sgd
2,layer3,0,2,leaky_relu_0.3_ours_sgd
2,layer4,22,2,leaky_relu_0.3_ours_sgd
3,conv1,2,0,leaky_relu_0.3_ours_sgd
3,layer1,0,0,leaky_relu_0.3_ours_sgd
3,layer2,0,0,leaky_relu_0.3_ours_sgd
3,layer3,0,0,leaky_relu_0.3_ours_sgd
3,layer4,30,0,leaky_relu_0.3_ours_sgd
3,conv1,2,1,leaky_relu_0.3_ours_sgd
3,layer1,0,1,leaky_relu_0.3_ours_sgd
3,layer2,0,1,leaky_relu_0.3_ours_sgd
3,layer3,0,1,leaky_relu_0.3_ours_sgd
3,layer4,27,1,leaky_relu_0.3_ours_sgd
3,conv1,3,2,leaky_relu_0.3_ours_sgd
3,layer1,0,2,leaky_relu_0.3_ours_sgd
3,layer2,0,2,leaky_relu_0.3_ours_sgd
3,layer3,0,2,leaky_relu_0.3_ours_sgd
3,layer4,30,2,leaky_relu_0.3_ours_sgd
4,conv1,4,0,leaky_relu_0.3_ours_sgd
4,layer1,0,0,leaky_relu_0.3_ours_sgd
4,layer2,0,0,leaky_relu_0.3_ours_sgd
4,layer3,0,0,leaky_relu_0.3_ours_sgd
4,layer4,32,0,leaky_relu_0.3_ours_sgd
4,conv1,4,1,leaky_relu_0.3_ours_sgd
4,layer1,0,1,leaky_relu_0.3_ours_sgd
4,layer2,0,1,leaky_relu_0.3_ours_sgd
4,layer3,0,1,leaky_relu_0.3_ours_sgd
4,layer4,21,1,leaky_relu_0.3_ours_sgd
4,conv1,4,2,leaky_relu_0.3_ours_sgd
4,layer1,0,2,leaky_relu_0.3_ours_sgd
4,layer2,0,2,leaky_relu_0.3_ours_sgd
4,layer3,0,2,leaky_relu_0.3_ours_sgd
4,layer4,19,2,leaky_relu_0.3_ours_sgd
5,conv1,5,0,leaky_relu_0.3_ours_sgd
5,layer1,0,0,leaky_relu_0.3_ours_sgd
5,layer2,0,0,leaky_relu_0.3_ours_sgd
5,layer3,0,0,leaky_relu_0.3_ours_sgd
5,layer4,60,0,leaky_relu_0.3_ours_sgd
5,conv1,6,1,leaky_relu_0.3_ours_sgd
5,layer1,0,1,leaky_relu_0.3_ours_sgd
5,layer2,0,1,leaky_relu_0.3_ours_sgd
5,layer3,0,1,leaky_relu_0.3_ours_sgd
5,layer4,34,1,leaky_relu_0.3_ours_sgd
5,conv1,6,2,leaky_relu_0.3_ours_sgd
5,layer1,0,2,leaky_relu_0.3_ours_sgd
5,layer2,0,2,leaky_relu_0.3_ours_sgd
5,layer3,0,2,leaky_relu_0.3_ours_sgd
5,layer4,23,2,leaky_relu_0.3_ours_sgd
1,conv1,0,0,silu_0.2_ours_adam
1,layer1,0,0,silu_0.2_ours_adam
1,layer2,0,0,silu_0.2_ours_adam
1,layer3,0,0,silu_0.2_ours_adam
1,layer4,0,0,silu_0.2_ours_adam
1,conv1,0,1,silu_0.2_ours_adam
1,layer1,0,1,silu_0.2_ours_adam
1,layer2,0,1,silu_0.2_ours_adam
1,layer3,0,1,silu_0.2_ours_adam
