model,num_tasks_seen,task,metric_type,accuracy
relu_0.2_ghada_sgd,1,0,Class-IL,97.55
relu_0.2_ghada_sgd,1,0,Task-IL,97.55
relu_0.2_ghada_sgd,1,avg,Class-IL,97.55
relu_0.2_ghada_sgd,1,avg,Task-IL,97.55
relu_0.2_ghada_sgd,2,0,Class-IL,0.0
relu_0.2_ghada_sgd,2,0,Task-IL,70.39999999999999
relu_0.2_ghada_sgd,2,1,Class-IL,83.25
relu_0.2_ghada_sgd,2,1,Task-IL,83.25
relu_0.2_ghada_sgd,2,avg,Class-IL,41.62
relu_0.2_ghada_sgd,2,avg,Task-IL,76.82
relu_0.2_ghada_sgd,3,0,Class-IL,0.0
relu_0.2_ghada_sgd,3,0,Task-IL,65.64999999999999
relu_0.2_ghada_sgd,3,1,Class-IL,0.0
relu_0.2_ghada_sgd,3,1,Task-IL,67.5
relu_0.2_ghada_sgd,3,2,Class-IL,92.05
relu_0.2_ghada_sgd,3,2,Task-IL,92.05
relu_0.2_ghada_sgd,3,avg,Class-IL,30.68
relu_0.2_ghada_sgd,3,avg,Task-IL,75.07
relu_0.2_ghada_sgd,4,0,Class-IL,0.0
relu_0.2_ghada_sgd,4,0,Task-IL,76.75
relu_0.2_ghada_sgd,4,1,Class-IL,0.0
relu_0.2_ghada_sgd,4,1,Task-IL,64.95
relu_0.2_ghada_sgd,4,2,Class-IL,0.0
relu_0.2_ghada_sgd,4,2,Task-IL,66.95
relu_0.2_ghada_sgd,4,3,Class-IL,98.1
relu_0.2_ghada_sgd,4,3,Task-IL,98.1
relu_0.2_ghada_sgd,4,avg,Class-IL,24.52
relu_0.2_ghada_sgd,4,avg,Task-IL,76.69
relu_0.2_ghada_sgd,5,0,Class-IL,0.0
relu_0.2_ghada_sgd,5,0,Task-IL,24.05
relu_0.2_ghada_sgd,5,1,Class-IL,0.0
relu_0.2_ghada_sgd,5,1,Task-IL,42.449999999999996
relu_0.2_ghada_sgd,5,2,Class-IL,0.0
